Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label,prediction_score
2024-05-28,Eua Nba,21:30,Dallas Mavericks,Minnesota Timberwolves,1.78,2.11,209.5,1.84,2.0,-2.5,2.04,2.45,tQzVri13,0.56179774,0.47393364,0.54347825,0.5,0.0357314,0.6,0.6,,,218.082,45.33263,0.20786965,186.34,39.47814,0.21186079,175.734,252.586,194.88,242.89,0.0,0.0,0.0,0.0,0.11997184,0.058925565,0.12913755,1.21,0.242,3.2231405,0.62102354,0.9,0.27897644,2.2,0.44,2.5227273,0.52771723,0.7,0.17228276,1,1.0
2024-05-28,Argentina Liga A,20:30,Platense,Obras,1.65,2.19,161.5,1.89,1.85,-2.5,1.85,2.4,0CAxk6RE,0.6060606,0.456621,0.52910054,0.5405405,0.06268161,0.4,0.4,,,152.308,31.39148,0.20610526,174.62,32.83179,0.1880185,123.85,176.952,132.6,144.9,0.0,0.0,0.0,0.0,0.19887379,0.015125278,0.18301587,1.4,0.28,2.3214285,0.6826867,0.9,0.21731329,-0.38,-0.076,-15.657895,0.45433214,0.3,-0.15433215,1,1.0
2024-05-28,Ásia Wasl,15:00,Kuwait SC,Shahrdari Gorgan,1.76,1.97,172.5,1.85,1.85,-2.5,2.02,2.38,O8YQ2oNF,0.5681818,0.5076142,0.5405405,0.5405405,0.07579603,0.0,0.0,,,121.482,28.399454,0.233775,,,,0.0,0.0,120.12,2080.0,0.0,1.0,0.0,0.0,0.0796206,0.0,0.11570838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-05-28,França Lnb,16:05,Lyon-Villeurbanne,Paris,1.69,2.19,163.5,1.8,1.99,-3.5,2.02,2.75,W6NCgV1k,0.591716,0.456621,0.5555556,0.5025126,0.048336983,0.4,0.4,,,148.236,57.550747,0.3882373,125.044,31.863083,0.25481498,106.902,146.434,120.12,140.0,0.0,0.0,0.0,0.0,0.18224402,0.07089725,0.216431,1.07,0.214,3.224299,0.0,0.0,0.0,-3.25,-0.65,-1.8307692,0.0,0.0,0.0,1,1.0
2024-05-28,França Pro B,15:00,Rouen,La Rochelle,1.85,1.87,147.5,1.86,1.8,-1.5,1.99,2.02,SxgWJBhC,0.5405405,0.53475934,0.53763443,0.5555556,0.0752999,0.6,0.0,,,131.916,24.622492,0.18665281,112.0,17.064095,0.152358,146.116,125.92,154.5,110.24,0.0,0.0,0.0,0.0,0.007603299,0.023183828,0.010580151,1.92,0.384,2.2135417,0.0,0.0,0.0,-3.25,-0.65,-1.3384615,0.5486912,0.5,-0.04869122,1,1.0
2024-05-28,Países Baixos Dbl,15:00,Den Bosch,Leiden,1.32,3.2,152.5,1.8,1.86,-7.5,1.92,6.5,jJ0c9b6U,0.75757575,0.3125,0.5555556,0.53763443,0.07007576,0.0,0.0,,,,,,,,,0.0,0.0,106.2,0.0,0.0,0.0,0.0,0.0,0.5882127,0.023183828,0.7692516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-05-28,Rússia Liga Vtb United,13:30,Unics Kazan,CSKA Moscow,1.8,2.02,165.5,1.84,1.92,-2.5,2.05,2.29,0fyOaO2B,0.5555556,0.4950495,0.54347825,0.5208333,0.05060506,0.8,1.0,,,167.494,22.953297,0.13703951,184.15,27.047829,0.14687933,138.142,188.466,160.55,210.24,0.0,0.0,0.0,0.0,0.081446856,0.03008965,0.07820536,0.67,0.134,5.970149,0.7726718,0.8,0.027328188,1.33,0.266,3.8345864,0.5001821,0.5,-0.0001821145,1,1.0
2024-05-28,Taiwan P. League+,08:00,New Taipei Kings,Formosa Dreamers,1.75,1.98,189.5,1.84,1.86,-1.5,1.88,2.12,xS2Mqn4m,0.5714286,0.5050505,0.54347825,0.53763443,0.07647908,0.8,0.6,,,144.398,27.86078,0.19294436,169.494,29.92883,0.17657751,136.616,181.326,170.69,157.32,0.0,0.0,0.0,0.0,0.08720352,0.0076443977,0.084852815,-2.49,-0.498,-1.5060241,0.6929817,0.4,-0.2929817,-0.89,-0.178,-5.505618,0.58529615,0.5,-0.08529615,1,0.9996
2024-05-28,Colômbia Lbp,21:40,Caribbean Storm Islands,Titanes de Barranquilla,1.81,1.91,151.5,1.84,1.86,-1.5,1.94,2.07,Uirmw6PQ,0.5524862,0.5235602,0.54347825,0.53763443,0.0760464,0.0,0.0,,,,,,114.054,33.31162,0.29206884,0.0,0.0,0.0,171.76,0.0,0.0,0.0,0.0,0.038016494,0.0076443977,0.045847323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9999
