Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA
2023-11-09,Brasil Nbb,19:00,Cerrado,Caxias do Sul,1.87,1.89,147.5,1.85,1.87,-1.5,1.99,1.73,Uuz1hJyr,0.53475935828877,0.5291005291005292,0.5405405405405405,0.53475935828877,0.06385988738929926,0.0,0.0,,,,,,,,,0.0,0.0,241.57999999999998,0.0,0.0,0.0,0.0,0.0,0.007522412565814259,0.007603298722436001,0.09884288339166793,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-09,Brasil Nbb,19:30,Bauru,Corinthians Paulista,1.66,2.18,151.5,1.89,1.87,-3.5,2.0,1.72,tGw5iwil,0.6024096385542169,0.4587155963302752,0.5291005291005292,0.53475935828877,0.061125234884492174,0.0,0.0,,,,,,,,,0.0,0.0,100.50000000000001,381.92,0.0,0.0,0.0,0.0,0.19150808657135673,0.007522412565814259,0.10644618211410395,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-09,Brasil Nbb,19:30,Brasília,União Corinthians,1.62,2.26,159.5,1.88,1.86,-4.5,2.08,1.67,OvT9jc6f,0.6172839506172839,0.4424778761061947,0.5319148936170213,0.5376344086021505,0.05976182672347852,0.0,0.0,,,,,,,,,0.0,0.0,219.59999999999997,99.83,0.0,0.0,0.0,1.0,0.2332723401852527,0.00756263937097904,0.15462068281945843,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-09,Brasil Nbb,20:00,Pinheiros,Paulistano,2.09,1.71,149.5,1.81,1.85,1.5,1.91,1.8,W4WHlyy7,0.47846889952153115,0.5847953216374269,0.5524861878453039,0.5405405405405405,0.06326422115895802,0.0,0.0,,,,,,,,,0.0,0.0,0.0,223.65,0.0,0.0,0.0,0.0,0.14142135623730948,0.015455885927574822,0.04193086033990304,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-09,Eua Nba,00:00,Denver Nuggets,Golden State Warriors,1.61,2.54,225.5,1.82,2.11,-4.5,2.06,1.87,b384OUSq,0.6211180124223602,0.39370078740157477,0.5494505494505494,0.47393364928909953,0.01481879982393508,0.6,0.6,,,177.722,34.08004430748292,0.1917604140595026,234.084,60.82062380475888,0.2598239256196873,166.152,234.084,187.6,169.2,0.0,0.0,0.0,0.0,0.31692014771252486,0.10435672597664054,0.06837164805366107,1.7899999999999994,0.3579999999999999,1.7039106145251406,0.7459968604425303,0.9,0.1540031395574697,2.5299999999999994,0.5059999999999999,3.043478260869566,0.5169766185374947,0.6,0.08302338146250532
2023-11-09,Eua Nba,00:00,Sacramento Kings,Portland Trail Blazers,1.33,3.77,220.5,1.86,2.07,-7.5,1.97,1.97,tSc9Nlrj,0.7518796992481203,0.26525198938992045,0.5376344086021505,0.48309178743961356,0.01713168863804082,0.4,0.6,,,241.352,84.72748385264369,0.3510535808803892,450.56000000000006,384.72810106619454,0.8538887186305808,220.948,1009.75,192.66,471.75,0.0,0.0,0.0,0.0,0.6766041357235985,0.0755686636382569,0.0,-1.02,-0.20400000000000001,-1.6176470588235297,0.5855148379898704,0.4,-0.18551483798987034,7.25,1.45,1.910344827586207,0.28009335047150175,0.3,0.019906649528498244
2023-11-09,Eua Nba,21:00,Indiana Pacers,Milwaukee Bucks,2.48,1.64,239.5,1.83,1.83,3.5,1.97,1.97,fV1DM8cd,0.40322580645161293,0.6097560975609756,0.5464480874316939,0.5464480874316939,0.012981904012588474,1.0,1.0,,,293.342,174.7091864213213,0.5955819024255692,159.714,19.420864553361156,0.12159775945353041,212.06599999999997,182.474,190.27999999999997,187.04999999999998,0.0,0.0,0.0,0.0,0.2883348039789806,0.0,0.0,1.4300000000000002,0.28600000000000003,5.174825174825174,0.5330146732430378,0.6,0.06698532675696223,-2.45,-0.49000000000000005,-1.3061224489795915,0.6914511229759162,0.6,-0.09145112297591618
2023-11-09,Eua Nba,23:30,Orlando Magic,Atlanta Hawks,2.35,1.69,229.5,1.83,1.83,2.5,1.97,1.97,8Ykeohzc,0.425531914893617,0.591715976331361,0.5464480874316939,0.5464480874316939,0.01724789122497805,0.4,0.4,,,245.14600000000002,76.42713248578674,0.3117616950135296,266.812,106.08475960287602,0.39760115588083,215.72199999999998,257.98199999999997,183.6,190.71,0.0,0.0,0.0,0.0,0.2310348889025354,0.0,0.0,-1.0099999999999998,-0.20199999999999996,-6.683168316831685,0.5515316110447465,0.7,0.1484683889552535,0.6000000000000001,0.12000000000000002,5.749999999999998,0.3735780626560838,0.4,0.026421937343916235
2023-11-09,Europa Euroliga,14:15,Olympiakos,Baskonia,1.28,4.33,158.5,1.8,2.08,-8.5,1.97,1.97,fwhRBWvg,0.78125,0.23094688221709006,0.5555555555555556,0.4807692307692307,0.012196882217090144,0.0,0.0,,,114.79400000000001,52.74790213837892,0.4595005151695987,,,,0.0,0.0,70.2,259.2,0.0,0.0,1.0,0.0,0.7688683360495436,0.1020566488310481,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-09,Europa Euroliga,14:30,Anadolu Efes,Zalgiris Kaunas,1.41,3.07,161.5,1.91,1.91,-7.5,2.1,1.67,bBbIDhAt,0.7092198581560284,0.32573289902280134,0.5235602094240838,0.5235602094240838,0.03495275717882973,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240166324864594,0.0,0.16130287316191808,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
