Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA
2023-11-08,Brasil Nbb,19:30,São José,Minas,3.94,1.24,162.5,1.88,1.88,8.5,1.97,1.74,GYgQbLbE,0.25380710659898476,0.8064516129032259,0.5319148936170213,0.5319148936170213,0.06025871950221062,0.0,0.0,,,,,,,,,0.0,0.0,136.0,101.76,0.0,0.0,0.0,1.0,0.7371383433218834,0.0,0.0876736170743428,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-08,Brasil Nbb,20:00,São Paulo,Unifacisa,1.56,2.38,154.5,1.87,1.89,-4.5,1.98,1.74,C0mZdaTQ,0.641025641025641,0.42016806722689076,0.53475935828877,0.5291005291005292,0.06119370825253179,0.0,0.0,,,,,,,,,0.0,0.0,82.6,86.35000000000001,0.0,0.0,1.0,1.0,0.29432871095074564,0.007522412565814259,0.09123958466923195,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
2023-11-08,Eua Nba,21:00,Charlotte Hornets,Washington Wizards,1.65,2.44,238.5,1.83,2.05,-3.5,2.05,1.89,0AHgTJEB,0.6060606060606061,0.4098360655737705,0.5464480874316939,0.48780487804878053,0.01589667163437669,0.4,1.0,,,283.71999999999997,39.31687932682349,0.13857634050057624,326.86,95.54985217152355,0.29232653788020424,558.4300000000001,502.18,242.0,453.75,0.0,0.0,0.0,0.0,0.27316105483490105,0.08018736693868055,0.05742999238063328,-2.6,-0.52,-1.2499999999999998,0.2866905316905317,0.3,0.013309468309468275,-5.0,-1.0,-1.44,0.29990595768721073,0.0,-0.29990595768721073
2023-11-08,Eua Nba,21:00,Indiana Pacers,Utah Jazz,1.42,3.23,241.5,1.83,2.05,-6.5,1.97,1.97,EDLcSwUH,0.7042253521126761,0.30959752321981426,0.5464480874316939,0.48780487804878053,0.01382287533249027,0.8,0.4,,,293.61,174.51248494018986,0.5943683285316912,286.82,69.56081835343802,0.24252429521455277,219.79000000000005,637.5,200.64000000000001,323.0,0.0,0.0,0.0,0.0,0.550478827504366,0.08018736693868055,0.0,2.1100000000000003,0.42200000000000004,0.9952606635071087,0.4911635666031987,0.5,0.008836433396801291,-5.0,-1.0,-2.23,0.3089308277828153,0.3,-0.008930827782815287
2023-11-08,Eua Nba,21:00,Philadelphia 76ers,Boston Celtics,2.15,1.82,225.5,1.82,2.11,1.5,2.05,1.89,69qRABbp,0.46511627906976744,0.5494505494505494,0.5494505494505494,0.47393364928909953,0.014566828520316877,0.4,0.6,,,209.83800000000002,73.70666537023638,0.3512550890221808,161.06599999999997,30.212142923003643,0.18757616705576377,188.13600000000002,180.172,168.0,151.28,0.0,0.0,0.0,0.0,0.1175542759655217,0.10435672597664054,0.05742999238063328,1.4900000000000004,0.2980000000000001,3.859060402684562,0.6074681876512137,0.7,0.09253181234878627,1.5999999999999996,0.31999999999999995,2.5625000000000004,0.6331011438761732,0.8,0.16689885612382682
2023-11-08,Eua Nba,21:30,Brooklyn Nets,Los Angeles Clippers,2.54,1.61,226.5,1.82,2.11,3.5,2.09,1.85,p0rV9VDj,0.39370078740157477,0.6211180124223602,0.5494505494505494,0.47393364928909953,0.01481879982393508,0.6,0.8,,,346.578,104.75971515807018,0.30226879709061216,204.708,82.68244293681701,0.40390430729046745,306.98,394.6460000000001,350.0,171.69,1.0,0.0,0.0,0.0,0.31692014771252486,0.10435672597664054,0.08614498857094988,-5.0,-1.0,-1.54,0.4957738100250483,0.3,-0.1957738100250483,-5.0,-1.0,-0.6100000000000001,0.4303519630156922,0.3,-0.13035196301569218
2023-11-08,Eua Nba,21:30,New York Knicks,San Antonio Spurs,1.26,4.53,222.5,1.86,2.07,-9.5,1.97,1.97,MHRDYEji,0.7936507936507936,0.22075055187637968,0.5376344086021505,0.48309178743961356,0.014401345527173204,0.4,0.8,,,224.27799999999996,66.96364252338726,0.2985742806846292,320.89,70.55457462135253,0.21987152800446425,184.348,359.49,233.10000000000002,388.5,0.0,0.0,0.0,0.0,0.798700923827292,0.0755686636382569,0.0,-0.050000000000000044,-0.010000000000000009,-25.99999999999998,0.6527913732749999,0.6,-0.05279137327499994,3.55,0.71,4.971830985915494,0.2185311355311355,0.4,0.1814688644688645
2023-11-08,Eua Nba,22:00,Chicago Bulls,Phoenix Suns,1.93,2.01,220.5,1.86,2.07,-1.5,2.03,1.91,08QHXY5c,0.5181347150259068,0.49751243781094534,0.5376344086021505,0.48309178743961356,0.01564715283685203,0.6,0.2,,,235.48199999999997,93.28110966321101,0.39612840753523,210.66799999999998,57.42921834745793,0.27260532376752966,175.724,252.29000000000002,170.13,172.8,0.0,0.0,0.0,0.0,0.028714996190316602,0.0755686636382569,0.04307249428547494,-1.8299999999999998,-0.366,-2.540983606557377,0.5848860119688546,0.3,-0.2848860119688546,-3.5600000000000014,-0.7120000000000003,-1.4185393258426957,0.4866994497576075,0.4,-0.08669944975760746
2023-11-08,Eua Nba,22:00,Houston Rockets,Los Angeles Lakers,2.2,1.78,217.5,1.86,2.07,1.5,2.09,1.85,fVPLWhL3,0.45454545454545453,0.5617977528089888,0.5376344086021505,0.48309178743961356,0.01634320735444339,0.6,0.4,,,218.7,23.15646346055458,0.10588232035004382,201.94599999999997,60.68260113080189,0.3004892452972671,387.43,275.226,215.94,214.0,0.0,0.0,0.0,0.0,0.14923861713484926,0.0755686636382569,0.08614498857094988,5.7299999999999995,1.146,1.0471204188481678,0.4112044997938808,0.7,0.28879550020611916,-5.0,-1.0,-0.78,0.4069964658642721,0.2,-0.20699646586427206
2023-11-08,Eua Nba,22:00,Memphis Grizzlies,Miami Heat,2.01,1.93,218.5,1.86,2.07,1.5,1.88,2.07,65TPVCzA,0.49751243781094534,0.5181347150259068,0.5376344086021505,0.48309178743961356,0.01564715283685203,0.2,0.2,,,212.81599999999997,26.053376556600107,0.12242207614371152,226.68200000000002,74.73197923245444,0.32967760665802504,216.18200000000002,318.51,236.5,240.29999999999998,0.0,0.0,0.0,0.0,0.028714996190316602,0.0755686636382569,0.0680254624938957,-1.55,-0.31,-3.2580645161290316,0.6139285781488757,0.5,-0.11392857814887569,-1.1999999999999993,-0.23999999999999985,-3.875000000000002,0.3061457007636028,0.4,0.09385429923639721
