Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_Pontos_H,DP_Pontos_H,CV_Pontos_H,CG_H_Last_Game,Media_Odds_Geral_H,DP_Odds_Geral_H,CV_Odds_Geral_H,Saldo_Gols_H,Avg_CG_A,DP_CG_A,CV_CG_A,Avg_Pontos_A,DP_Pontos_A,CV_Pontos_A,CG_A_Last_Game,Media_Odds_Geral_A,DP_Odds_Geral_A,CV_Odds_Geral_A,Saldo_Gols_A,Goals_Last_H,Goals_Last_A,Last_Odd_H,Last_Odd_A,MediaCustoGolHome,MediaCustoGolAway,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA
2024-01-29,Eua Ncaa,22:30,Texas Southern,Alabama State,1.58,2.47,132.5,1.8,1.95,-5.5,2.1,1.67,hIVWXBRk,0.6329113924050632,0.4048582995951417,0.5555555555555556,0.5128205128205129,0.03776969200020486,121.298,37.504000719923205,0.30918894557142906,1.8,1.6431676725154982,0.9128709291752768,106.25,1.658,0.7069441279195974,0.4263836718453543,47.0,122.35799999999999,31.07882993293024,0.25399916583247717,2.4,1.3416407864998738,0.5590169943749475,164.28000000000003,1.7580000000000002,0.32767361810191564,0.18638999892031605,27.0,85,74,1.25,2.22,138.186,586.0899999999999,0.3107777951881616,0.056568542494923775,0.16130287316191808,-0.6199999999999999,-0.12399999999999997,-4.677419354838712,0.0,0.0,0.0,0.029999999999999805,0.005999999999999961,245.00000000000162,0.3607811625560265,0.5,0.1392188374439735
2024-01-29,Eua Ncaa,22:00,Md.-East. Shore,South Carolina St,1.83,2.0,140.5,1.91,1.91,-2.5,2.05,1.71,pxU63Jap,0.5464480874316939,0.5,0.5235602094240838,0.5235602094240838,0.04644808743169393,186.254,97.0280061631692,0.5209445497179614,0.6,1.3416407864998738,2.23606797749979,156.18,3.0260000000000002,1.6069163014917733,0.5310364512530645,-25.0,275.842,171.090728620811,0.620249014366235,1.2,1.6431676725154984,1.3693063937629155,213.84,3.786,2.236991282951277,0.5908587646464016,-10.0,57,66,2.74,3.24,0.0,747.9480000000001,0.06277188135859688,0.0,0.12788101361884366,0.0,0.0,0.0,0.0,0.0,0.0,-1.7599999999999998,-0.352,-2.8409090909090913,0.0,0.0,0.0
2024-01-29,Eua Nba,21:30,Brooklyn Nets,Utah Jazz,1.93,1.93,232.5,1.89,2.03,-1.5,2.07,1.84,G8dkXUKT,0.5181347150259068,0.5181347150259068,0.5291005291005292,0.4926108374384237,0.0362694300518136,315.26000000000005,131.74963453459748,0.41790786821860515,1.2,1.6431676725154982,1.3693063937629153,165.36,2.8340000000000005,0.9720236622634245,0.3429864722171575,2.0,267.696,103.2524550797704,0.38570787415490104,1.2,1.6431676725154984,1.3693063937629155,171.52,2.114,0.8450325437520143,0.39973157225733885,-8.0,106,134,1.56,1.28,202.042,330.66,0.0,0.0505076272276105,0.0831890330807702,-3.44,-0.688,-1.3517441860465116,0.5180151694225625,0.3,-0.21801516942256255,2.41,0.48200000000000004,1.9294605809128629,0.3909259762991073,0.6,0.20907402370089267
2024-01-29,Argentina Liga A,21:00,Argentino,Zarate,2.18,1.64,154.5,1.85,1.85,1.5,2.02,1.71,EwmiKxm8,0.4587155963302752,0.6097560975609756,0.5405405405405405,0.5405405405405405,0.06847169389125085,194.39600000000002,48.83209835753529,0.2511990902978214,0.6,1.3416407864998738,2.23606797749979,113.89999999999999,2.9679999999999995,0.8915548216458704,0.30038909085103455,-39.0,237.686,91.81356424842683,0.38628090947059074,0.6,1.3416407864998738,2.23606797749979,287.82,3.1079999999999997,1.0912240833119475,0.35110169990731904,-20.0,67,78,1.7,3.69,200.208,297.796,0.19991500619933814,0.0,0.11753517542510979,-0.050000000000000044,-0.010000000000000009,-117.99999999999991,0.0,0.0,0.0,3.4899999999999998,0.698,0.9169054441260744,0.0,0.0,0.0
