Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
zkedL8Ac,2024-01-04,Eua Nba,00:00,Los Angeles Lakers,Miami Heat,1.5,2.88,227.5,1.86,2.07,-5.5,1.97,1.97
hQk1KSP3,2024-01-04,Eua Nba,00:00,Sacramento Kings,Orlando Magic,1.54,2.73,229.5,1.8,2.08,-4.5,1.93,2.01
WGl5JnuA,2024-01-04,Eua Nba,21:30,San Antonio Spurs,Milwaukee Bucks,5.11,1.22,248.5,1.8,1.87,8.5,2.05,1.71
2eaiI7Eg,2024-01-04,Europa Euroliga,14:45,Fenerbahce,Maccabi Tel Aviv,1.51,2.64,169.5,1.91,1.91,-5.5,2.0,1.71
KW9nJmam,2024-01-04,Europa Euroliga,16:00,Crvena zvezda,Partizan,1.76,2.14,164.5,1.91,1.91,-3.5,2.1,1.67
MoiqKTqs,2024-01-04,Europa Euroliga,16:00,Lyon-Villeurbanne,Zalgiris Kaunas,1.8,2.05,158.5,1.91,1.91,-2.5,2.0,1.71
tnbeHRTa,2024-01-04,Europa Euroliga,16:15,Olympiakos,Monaco,1.67,2.28,154.5,1.83,1.95,-4.5,2.1,1.67
dWZAzMha,2024-01-04,Austrália Nbl,05:30,Sydney Kings,Melbourne United,2.31,1.62,183.5,1.81,1.95,1.5,1.91,1.8
tOF44kZ2,2024-01-04,Áustria Superliga,14:00,BBC Nord,Oberwart,6.95,1.08,152.5,1.84,1.86,14.5,1.94,1.77
OnoKdwGd,2024-01-04,Áustria Superliga,15:00,Klosterneuburg,UBSC Graz,1.22,3.98,151.5,1.85,1.85,-10.5,1.96,1.75
pdnGcJ0j,2024-01-04,Áustria Superliga,15:00,St. Polten,Wels,1.58,2.29,154.5,1.85,1.85,-4.5,2.03,1.7
EyEC2T3F,2024-01-04,Áustria Superliga,15:00,Swans Gmunden,Vienna Timberwolves,1.04,9.85,156.5,1.85,1.85,-21.5,2.0,1.72
SKB05VJd,2024-01-04,Áustria Superliga,15:00,Traiskirchen,Kapfenberg,1.29,3.37,159.5,1.87,1.79,-9.5,2.1,1.65
fFVeJXuq,2024-01-04,Bahrein Premier League,13:30,Al Najma,Al Manama,5.88,1.11,174.5,1.81,1.89,10.5,2.07,1.67
0UNWjgVP,2024-01-04,China Cba,08:35,Beijing,Qingdao,1.63,2.22,194.5,1.83,1.89,-4.5,2.04,1.67
nRJSiZFJ,2024-01-04,China Cba,08:35,Jiangsu Dragons,Fujian,2.17,1.66,198.5,1.83,1.89,1.5,1.99,1.72
xQqLBGdn,2024-01-04,Coreia Do Sul Kbl,07:00,KoGas,Anyang JungKwanJang,1.68,2.16,166.5,1.86,1.92,-6.5,2.02,1.7
4nGHAzCh,2024-01-04,Coreia Do Sul Kbl,07:00,Seoul Thunders,Suwon KT,4.51,1.2,167.5,1.83,1.91,8.5,2.07,1.65
WWG7ksfA,2024-01-04,Dinamarca Liga De Basquete,15:15,Copenhagen,Næstved,3.46,1.29,174.5,1.86,1.8,6.5,2.06,1.68
jXsUpZJQ,2024-01-04,Eslovênia 1. Skl Feminino,15:30,Cinkarna Celje F,Konjice F,1.01,33.0,145.5,1.84,1.84,-42.5,1.8,1.9
8KMTZned,2024-01-04,Eua Ncaa,00:00,USC,California,1.31,3.38,151.5,1.8,1.91,-9.5,1.83,1.83
lpiAa2LR,2024-01-04,Eua Ncaa,00:30,San Diego State,Fresno State,1.05,9.3,135.5,1.8,1.91,-15.5,1.83,1.83
YF90srqR,2024-01-04,Eua Ncaa,13:30,Sacred Heart,St. Francis (PA),1.3,3.47,139.5,1.83,1.83,-7.5,1.73,0.0
GdQruh8F,2024-01-04,Eua Ncaa,15:00,UTRGV,Stephen F. Austin,3.72,1.26,150.5,1.8,1.91,8.5,1.83,1.83
2gMvtYh9,2024-01-04,Eua Ncaa,20:30,Bellarmine,Austin Peay,1.8,2.0,131.5,1.83,1.83,-1.5,1.83,1.83
l2zhVw4G,2024-01-04,Eua Ncaa,21:00,Drexel,NC Wilmington,1.69,2.18,139.5,1.83,1.83,-2.5,1.8,1.91
d8PROysp,2024-01-04,Eua Ncaa,21:00,Hofstra,Coll Of Charltn,1.73,2.1,153.5,1.83,1.83,-3.5,1.91,1.8
Oni0qzB6,2024-01-04,Eua Ncaa,21:00,Michigan State,Penn State,1.1,7.2,145.5,1.8,1.91,-14.5,1.91,1.8
WQumWJlA,2024-01-04,Eua Ncaa,21:00,Northeastern,Stony Brook,1.37,2.99,146.5,1.83,1.83,-6.5,1.83,1.83
rXsppTbK,2024-01-04,Eua Ncaa,21:00,Oakland,Wisc. Milwaukee,1.3,3.47,152.5,1.83,1.83,-8.5,1.83,1.83
MqC19tMT,2024-01-04,Eua Ncaa,22:00,New Mexico State,UTEP,1.8,2.0,139.5,1.83,1.83,-1.5,1.83,1.83
CGLuT0s0,2024-01-04,Eua Ncaa,23:00,Gonzaga,Pepperdine,1.02,13.5,153.5,1.8,1.91,-20.5,1.83,1.83
I9j4rfQC,2024-01-04,Eua Ncaa,23:00,Michigan,Minnesota,1.34,3.23,150.5,1.83,1.83,-6.5,1.73,0.0
AP0CbWXd,2024-01-04,Eua Ncaa,23:00,Washington,Oregon,1.64,2.23,153.5,1.83,1.83,-3.5,1.91,1.8
ChkbxR0k,2024-01-04,Eua Ncaa,23:00,Wichita State,North Texas,1.8,2.0,131.5,1.83,1.83,-1.5,1.91,1.8
Ma4Gcjm3,2024-01-04,Eua Ncaa,23:30,Arizona,Colorado,1.18,4.89,163.5,1.8,1.91,-10.5,1.73,0.0
h4YH7ZQF,2024-01-04,Europa Liga Aba,13:00,Igokea,Split,1.5,2.47,157.5,1.86,1.84,-7.5,2.07,1.67
I5O77IcT,2024-01-04,Europa Copa Alpe Adria,14:00,Dubrava,Vienna,2.62,1.45,167.5,1.8,1.86,3.5,2.06,1.68
I7geYQq7,2024-01-04,Finlândia I Divisão A,14:30,Pyrinto Tampere 2,Raholan Pyrkiva,1.88,1.84,157.5,1.87,1.79,-1.5,2.04,1.69
M7MvVJ8N,2024-01-04,Islândia Premier League,16:15,Haukar,Breidablik,1.1,6.3,177.5,1.83,1.87,-14.5,1.98,1.74
EyzOY19b,2024-01-04,Islândia Premier League,16:15,Hottur,Grindavik,1.75,1.98,171.5,1.8,1.86,-2.5,2.02,1.71
0YVJZsfh,2024-01-04,Islândia Premier League,16:15,Keflavik,Hamar,1.04,8.9,181.5,1.85,1.85,-20.5,2.02,1.7
d0PSXLO4,2024-01-04,Islândia Premier League,16:15,Valur,Thorl,1.25,3.69,178.5,1.85,1.85,-9.5,1.95,1.76
lUCAWOnB,2024-01-04,Israel Superliga,14:00,H. Afula,Galil Elyon,1.7,2.1,160.5,1.87,1.87,-3.5,2.04,1.69
hx4s2qzC,2024-01-04,Japão Liga Feminina W,00:00,Mitsubishi Koalas F,Yamanashi Queenbees F,1.34,3.06,132.5,1.85,1.85,-7.5,1.95,1.76
027k0N4O,2024-01-04,Japão Liga Feminina W,05:00,Toyota Antelopes F,Fujitsu F,1.22,3.98,140.5,1.85,1.85,-10.5,1.96,1.75
pOj0Ucge,2024-01-04,Lituânia Nkl,13:00,Kauno Atletas,Suduva-Mantinga,4.75,1.16,155.5,1.82,1.84,11.5,1.95,1.76
4vAriL08,2024-01-04,Lituânia Nkl,13:00,Silute,Vilniaus Stekas,1.74,1.99,154.5,1.85,1.85,-2.5,2.01,1.72
WKndVwvk,2024-01-04,Lituânia Nkl,13:00,Telsiai,Klaipedos Neptunas,1.03,8.3,155.5,1.88,1.79,-18.5,1.94,1.77
Iyk8SyO7,2024-01-04,Lituânia Nkl,13:00,Vilkaviskis,Zalgiris Kaunas 2,3.44,1.28,155.5,1.8,1.86,3.5,2.0,1.72
rV8njuGE,2024-01-04,Lituânia Nkl,14:00,BC Olimpas Palanga,Delikatesas Joniskis,1.14,5.14,153.5,1.85,1.85,-13.5,1.97,1.74
voj4TH81,2024-01-04,Lituânia Nkl,14:00,Kretinga,Jurbarkas,2.8,1.4,156.5,1.83,1.87,4.5,2.05,1.69
xh8jkaVK,2024-01-04,Lituânia Nkl,14:00,Rytas 2,Vytis VDU,2.76,1.41,175.5,1.87,1.79,4.5,2.0,1.72
nZBvPEBa,2024-01-04,Noruega Blno,15:00,Bærum,Asker,1.18,4.51,167.5,1.8,1.87,-11.5,1.99,1.73
4Evwa48q,2024-01-04,Polônia Liga De Basquete,13:30,Torun,Lublin,1.74,2.03,169.5,1.88,1.78,-2.5,1.99,1.73
8tn6yPOJ,2024-01-04,Reino Unido Troféu Da Bbl,16:45,London Lions,Newcastle Eagles,1.17,4.56,174.5,1.83,1.87,-11.5,1.97,1.75
ELgBo2M0,2024-01-04,Sérvia Primeira Liga,14:00,OKK Novi Pazar,Sloboda,2.39,1.53,169.5,1.82,1.88,3.5,1.9,1.8
MocJqtiD,2024-01-04,Sérvia Primeira Liga,14:00,Zlatibor,Cacak 94,1.31,3.25,165.5,1.82,1.88,-7.5,1.87,1.83
08KD4S13,2024-01-04,Suécia Basketligan,15:04,Norrkoping,Borås,1.3,3.31,163.5,1.87,1.79,-8.5,2.0,1.72
QZTkrf7M,2024-01-04,Suécia Basketligan,15:04,Sodertalje,Jamtland,1.98,1.75,160.5,1.86,1.8,1.5,1.84,1.86
ra4ReiNp,2024-01-04,Turquia Copa Da Turquia,14:00,CBK Mersin F,Besiktas F,1.4,2.8,152.5,1.83,1.87,-7.5,1.85,1.85
IyPjlPXe,2024-01-04,Uruguai Liga Uruguaia,19:00,Goes,Larre Borges,1.23,3.86,162.5,1.88,1.78,-10.5,2.03,1.7
xQ7gk5Ik,2024-01-04,Uruguai Liga Uruguaia,19:15,Bigua,Penarol,3.08,1.34,163.5,1.86,1.8,5.5,2.09,1.66
AVBxCSP2,2024-01-04,Uruguai Liga Uruguaia,21:00,Malvin,Nacional,1.76,1.97,162.5,1.84,1.86,-2.5,2.04,1.69
OYFtBnu9,2024-01-04,Uruguai Liga Uruguaia,21:00,Urupan,Defensor Sporting,2.62,1.45,157.5,1.85,1.85,3.5,2.06,1.68
dSNfmqm2,2024-01-04,Uruguai Liga Uruguaia,21:30,Hebraica y Macabi,Trouville,1.17,4.66,166.5,1.87,1.79,-12.5,2.1,1.65
bZ8kjo3q,2024-01-04,Uruguai Liga Uruguaia,22:00,Aguada,Cordon,1.17,4.71,154.5,1.83,1.87,-12.5,2.05,1.69
