Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
fsOnsCAL,2023-10-23,China Cba,08:35,Beijing Royal Fighters,Qingdao,1.69,2.15,191.5,1.87,1.87,-1.5,1.8,1.95
GjPrrheF,2023-10-23,China Cba,08:35,Guangzhou,Shandong,1.61,2.35,189.5,1.87,1.87,-2.5,1.83,1.91
OGSjtWPR,2023-10-23,China Cba,08:35,Jiangsu Dragons,Xinjiang,4.6,1.2,195.5,1.87,1.87,7.5,1.95,1.8
dzrLGgLa,2023-10-23,Coreia Do Sul Kbl,07:00,Mobis Phoebus,LG Sakers,1.48,2.75,159.5,1.91,1.91,-6.5,1.95,1.87
nwGs26NK,2023-10-23,Grécia Liga De Basquete,11:15,Promitheas,Marousi,1.17,5.5,155.5,1.91,1.91,-10.5,1.91,1.91
hzo8l2BB,2023-10-23,Grécia Liga De Basquete,14:15,Panathinaikos,Lavrio,1.04,15.0,156.5,1.87,1.95,-17.5,1.95,1.87
