Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
Uwi4PMD9,2024-02-14,Brasil Nbb,19:00,Corinthians Paulista,Franca,3.02,1.35,161.5,1.86,1.84,5.5,2.0,1.72
2ikCN0rM,2024-02-14,Brasil Nbb,19:30,São José,União Corinthians,1.22,3.98,156.5,1.85,1.85,-10.5,2.0,1.72
0x8FMKcS,2024-02-14,Brasil Nbb,20:00,Mogi,Caxias do Sul,1.65,2.15,152.5,1.86,1.8,-3.5,2.0,1.72
8Uk8OtTF,2024-02-14,Brasil Nbb,20:30,Fortaleza B.C.,Botafogo,1.22,3.98,161.5,1.87,1.79,-10.5,2.0,1.72
42ExbfVM,2024-02-14,Eua Nba,00:00,Phoenix Suns,Sacramento Kings,1.53,2.61,244.5,1.88,2.04,-4.5,1.97,1.97
rgDtcEpT,2024-02-14,Eua Nba,00:00,Portland Trail Blazers,Minnesota Timberwolves,3.47,1.34,211.5,1.85,2.09,7.5,2.01,1.93
zo58hYhp,2024-02-14,Eua Nba,00:30,Los Angeles Lakers,Detroit Pistons,1.2,4.94,241.5,1.85,2.09,-10.5,1.97,1.97
Ey4Cih8j,2024-02-14,Eua Nba,21:00,Charlotte Hornets,Atlanta Hawks,3.6,1.32,238.5,1.89,2.03,6.5,2.08,1.85
GtreGyoi,2024-02-14,Eua Nba,21:00,Orlando Magic,New York Knicks,1.69,2.25,213.5,1.85,2.07,-3.5,2.1,1.84
SGoaFe0c,2024-02-14,Eua Nba,21:00,Philadelphia 76ers,Miami Heat,1.61,2.41,222.5,1.85,2.07,-3.5,2.0,1.94
Mwo3EFF3,2024-02-14,Eua Nba,21:30,Boston Celtics,Brooklyn Nets,1.13,6.79,225.5,1.9,2.02,-13.5,2.1,1.84
0Uq7DZU9,2024-02-14,Eua Nba,21:30,Cleveland Cavaliers,Chicago Bulls,1.24,4.42,220.5,1.86,2.06,-9.5,2.02,1.9
6VE96JTu,2024-02-14,Eua Nba,21:30,Toronto Raptors,Indiana Pacers,2.22,1.56,242.5,1.86,1.94,2.5,2.06,1.76
I5vCCgpG,2024-02-14,Eua Nba,22:00,Memphis Grizzlies,Houston Rockets,2.53,1.56,216.5,1.82,2.06,3.5,2.01,1.93
fV1ueREr,2024-02-14,Eua Nba,22:00,New Orleans Pelicans,Washington Wizards,1.11,7.43,234.5,1.82,2.06,-13.5,2.08,1.85
lh1qfoUl,2024-02-14,Eua Nba,22:30,Dallas Mavericks,San Antonio Spurs,1.13,6.54,240.5,1.88,2.05,-12.5,2.1,1.84
2e5mg5qe,2024-02-14,Eua Nba,23:00,Denver Nuggets,Sacramento Kings,1.37,2.75,230.5,1.81,1.85,-7.5,2.03,1.66
pKfhhPb1,2024-02-14,Eua Nba,23:00,Phoenix Suns,Detroit Pistons,1.08,6.08,239.5,1.83,1.83,-15.5,2.0,1.69
SndL14QL,2024-02-14,Alemanha Bbl,14:30,Rostock,Vechta,2.9,1.42,178.5,1.87,1.89,4.5,2.04,1.72
OILLt3ld,2024-02-14,Alemanha Bbl,16:00,Ludwigsburg,Wurzburg,1.42,2.9,165.5,1.85,1.95,-7.5,2.08,1.68
WK2C3Qe9,2024-02-14,Alemanha Bbl,16:00,Oldenburg,Crailsheim Merlins,1.14,5.85,173.5,1.88,1.9,-14.5,2.1,1.65
AB1G2pBF,2024-02-14,Alemanha Bbl,16:00,Tubingen,Bonn,4.65,1.2,178.5,1.83,1.93,9.5,2.01,1.76
jyEVgtZ2,2024-02-14,Argentina Liga A,21:00,Instituto de Cordoba,Penarol,1.18,4.47,156.5,1.82,1.84,-11.5,1.97,1.75
jLeWz7BQ,2024-02-14,Argentina Liga A,22:00,Riachuelo,Zarate,1.24,3.77,155.5,1.85,1.85,-10.5,2.09,1.66
M5mQJnkB,2024-02-14,Ásia Wasl,16:45,Sagesse Al Hekmeh Beirut,Al Ittihad,1.19,4.3,154.5,1.85,1.85,-11.5,2.06,1.68
AFwKEnaG,2024-02-14,Chipre Divisão A,14:00,Keravnos S.,AEK,1.65,2.15,156.5,1.85,1.85,-3.5,2.0,1.72
l6xOD6EM,2024-02-14,Chipre Divisão A,14:30,Apop Paphou,Apoel,3.61,1.26,153.5,1.85,1.85,7.5,2.0,1.72
hvqFFSqA,2024-02-14,Chipre Divisão A,14:30,Paeek,Anorthosis,13.1,1.01,168.5,1.85,1.85,14.5,1.85,1.85
j57Lgcgi,2024-02-14,Coreia Do Sul Kbl,07:00,Goyang Sono,KCC Egis,2.72,1.45,162.5,1.88,1.9,4.5,1.94,1.77
