Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
zgmYDY8t,2024-01-24,Brasil Nbb,19:30,Fortaleza B.C.,Mogi,1.27,3.53,153.5,1.85,1.85,-10.5,2.09,1.66
IHxwDhOn,2024-01-24,Brasil Nbb,19:30,Pato,Botafogo,1.36,2.97,157.5,1.87,1.79,-7.5,2.03,1.7
d8ysCCwg,2024-01-24,Brasil Nbb,19:30,Unifacisa,São José,1.41,2.76,163.5,1.84,1.86,-7.5,2.08,1.67
QstoBWha,2024-01-24,Brasil Nbb,20:00,Corinthians Paulista,Cerrado,1.22,3.98,155.5,1.85,1.85,-11.5,1.97,1.75
4YvkAj85,2024-01-24,Brasil Nbb,20:00,Pinheiros,Brasília,1.12,5.56,154.5,1.85,1.85,-14.5,2.0,1.72
UHR9Byyd,2024-01-24,Eua Nba,00:00,Los Angeles Clippers,Los Angeles Lakers,1.28,4.33,233.5,1.86,2.07,-9.5,1.97,1.97
rLVDAej2,2024-01-24,Eua Nba,21:00,Detroit Pistons,Charlotte Hornets,1.75,2.25,234.5,1.83,1.97,-3.5,2.01,1.8
pQ9dZvT2,2024-01-24,Eua Nba,21:00,Washington Wizards,Minnesota Timberwolves,6.18,1.17,229.5,1.86,2.06,10.5,2.02,1.9
OG80Ybr9,2024-01-24,Eua Nba,21:30,Miami Heat,Memphis Grizzlies,1.24,4.76,211.5,1.81,2.07,-10.5,2.04,1.88
fHpXFjSs,2024-01-24,Eua Nba,22:00,Houston Rockets,Portland Trail Blazers,1.22,5.11,220.5,1.82,1.99,-10.5,2.03,1.79
xtzxFAsl,2024-01-24,Eua Nba,22:00,Milwaukee Bucks,Cleveland Cavaliers,1.37,3.48,235.5,1.89,2.03,-7.5,2.01,1.93
jqvtEUdf,2024-01-24,Eua Nba,22:30,Dallas Mavericks,Phoenix Suns,1.62,2.32,0.0,0.0,0.0,-4.5,1.9,1.9
IiN3XIcF,2024-01-24,Eua Nba,23:30,San Antonio Spurs,Oklahoma City Thunder,3.53,1.37,240.5,1.97,1.97,6.5,2.0,1.71
CbKSqHxj,2024-01-24,Europa Eurocopa,14:00,Turk Telekom,Lietkabelis,1.32,3.2,162.5,1.87,1.79,-7.5,1.95,1.76
xM1k0N4t,2024-01-24,Europa Eurocopa,14:30,Hapoel Tel-Aviv,Prometey,1.37,2.93,179.5,1.86,1.84,-6.5,1.95,1.76
b7SF5ba9,2024-01-24,Europa Eurocopa,15:00,Aris,JL Bourg,2.62,1.45,154.5,1.83,1.85,3.5,2.02,1.71
pldZgnr7,2024-01-24,Europa Eurocopa,15:30,Hamburg,Cedevita Olimpija,1.57,2.31,179.5,1.8,1.86,-4.5,1.99,1.73
Q1OWryhd,2024-01-24,Europa Eurocopa,16:00,Slask Wroclaw,Gran Canaria,5.24,1.14,165.5,1.87,1.79,9.5,2.0,1.72
jRdVfSS0,2024-01-24,Europa Eurocopa,16:00,Venezia,BC Wolves,1.32,3.2,168.5,1.84,1.84,-7.5,1.98,1.74
bi0wg6cD,2024-01-24,Europa Eurocopa,16:30,London Lions,Besiktas,1.62,2.2,167.5,1.87,1.79,-3.5,1.97,1.74
4ElHxxir,2024-01-24,Alemanha Dbbl Feminina,15:00,TK Hannover F,Freiburg F,1.11,5.88,144.5,1.83,1.87,-15.5,2.07,1.67
6oB5sbPh,2024-01-24,Austrália Liga Feminina Wnbl,05:00,Melbourne Boomers F,Perth Lynx F,1.65,2.19,155.5,1.8,1.95,-3.5,1.99,1.73
KK9nsMoq,2024-01-24,Ásia Easl,07:00,Ryukyu,New Taipei Kings,1.66,2.13,161.5,1.86,1.84,-2.5,1.85,1.85
6alwZOgM,2024-01-24,Ásia Easl,08:00,TNT Tropang Giga,Anyang JungKwanJang,2.19,1.63,177.5,1.82,1.88,1.5,1.87,1.83
2RFquEK7,2024-01-24,Bulgária Nbl,14:00,Spartak Pleven,Yambol,1.27,3.53,166.5,1.85,1.85,-14.5,2.02,1.69
6RhcwkJG,2024-01-24,China Cba,08:35,Beijing Royal Fighters,Shanghai,1.92,1.83,207.5,1.8,1.87,-1.5,2.07,1.68
AaaluBl4,2024-01-24,China Cba,08:35,Nanjing Tongxi,Ningbo Rockets,1.15,5.11,199.5,1.87,1.79,-13.5,2.08,1.66
r9eQWndp,2024-01-24,China Cba,08:35,Shanxi Zhongyu,Shandong,1.51,2.49,221.5,1.87,1.87,-5.5,2.0,1.72
MafUV6Bj,2024-01-24,China Cba,08:35,Shenzhen,Liaoning,2.25,1.61,199.5,1.87,1.8,-1.5,2.02,1.7
hOlgvV3A,2024-01-24,China Cba,08:35,Sichuan,Tianjin,3.87,1.24,218.5,1.86,1.8,3.5,2.0,1.69
vui5yTmT,2024-01-24,China Cba,08:35,Zhejiang Guangsha,Beijing,1.19,4.4,197.5,1.86,1.86,-11.5,2.09,1.66
0lh1x9YM,2024-01-24,China Cba,09:00,Xinjiang,Zhejiang Chouzhou,1.42,2.78,203.5,1.88,1.86,-7.5,2.09,1.66
YyNMuRsq,2024-01-24,Dinamarca Liga De Basquete,15:00,Holbaek-Stenhus,Næstved,11.1,1.02,171.5,1.86,1.88,26.5,2.03,1.7
jsLOwnko,2024-01-24,Eslovênia Liga Nova Kbm,13:00,Sencur,Krka,1.75,1.98,155.5,1.85,1.85,-3.5,1.99,1.71
