Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
fTQ9AGFL,2024-05-26,Brasil Cbb,11:00,Cruzeiro,Sorocabana,1.14,5.14,145.5,1.85,1.85,0.0,0.0,0.0
QHhrLm9d,2024-05-26,Eua Nba,21:00,Dallas Mavericks,Minnesota Timberwolves,1.68,2.27,207.5,1.84,2.0,-2.5,1.89,2.6
2e9MQJQr,2024-05-26,Europa Euroliga,12:00,Olympiakos,Fenerbahce,1.76,2.14,156.5,1.91,1.91,-2.5,1.92,2.5
bN2VOcee,2024-05-26,Europa Euroliga,15:00,Real Madrid,Panathinaikos,1.51,2.64,159.5,1.83,1.95,-4.5,1.91,3.75
Kz4jmuAb,2024-05-26,Itália Liga A,15:45,Virtus Bologna,Venezia,1.22,4.39,163.5,1.82,1.96,-10.5,2.0,9.5
jyEy5qQk,2024-05-26,Alemanha Pro A,12:00,Trier,Frankfurt,1.36,2.97,152.5,1.83,1.87,0.0,0.0,0.0
QgfHsOJl,2024-05-26,Argentina Liga A,17:00,Gimnasia,Regatas,1.36,3.03,158.5,1.87,1.86,0.0,0.0,0.0
8INjR2Z7,2024-05-26,Argentina Liga A,17:00,Platense,Obras,1.7,2.1,163.5,1.88,1.85,-2.5,1.91,2.42
xr1fJz00,2024-05-26,Austrália Nbl1 Leste,00:00,Sydney Comets,Canberra,4.08,1.21,157.5,1.83,1.87,0.0,0.0,0.0
GYabIfF6,2024-05-26,Austrália Nbl1 Leste,02:00,Bankstown Bruins,Central Coast Crusaders,1.53,2.39,163.5,1.83,1.87,0.0,0.0,0.0
Ob36GYqJ,2024-05-26,Austrália Nbl1 Leste,02:15,Newcastle Falcons,Norths Bears,2.22,1.61,148.5,1.83,1.87,-3.5,1.97,1.91
WUH4yiqJ,2024-05-26,Austrália Nbl1 Leste,00:00,Bankstown Bruins F,Central Coast F,7.7,1.06,153.5,1.86,1.84,0.0,0.0,0.0
byAjafyQ,2024-05-26,Austrália Nbl1 Leste,00:00,Newcastle Falcons F,Norths Bears F,1.55,2.34,140.5,1.81,1.89,0.0,0.0,0.0
4InJfEqs,2024-05-26,Austrália Nbl1 Leste,02:00,Sydney Comets F,Canberra F,1.06,7.7,142.5,1.85,1.85,0.0,0.0,0.0
St1rSaJB,2024-05-26,Austrália Nbl1 Sul,01:00,Ballarat,Diamond Valley,1.04,8.9,173.5,1.85,1.85,0.0,0.0,0.0
tp5nRJYH,2024-05-26,Austrália Nbl1 Sul,01:00,Sandringham Sabres,Bendigo Braves,1.15,4.98,171.5,1.87,1.83,0.0,0.0,0.0
O8fiQwlO,2024-05-26,Austrália Nbl1 Sul,01:30,Eltham,Hobart Chargers,1.19,4.37,166.5,1.8,1.88,0.0,0.0,0.0
fPnxmc1E,2024-05-26,Austrália Nbl1 Central,01:45,Norwood Flames,Central Districts Lions,1.47,2.56,187.5,1.84,1.86,0.0,0.0,0.0
bLqdYizm,2024-05-26,Austrália Nbl1 Central,03:45,Southern Tigers,Woodville Warriors,3.06,1.34,164.5,1.85,1.83,0.0,0.0,0.0
rT3L4iDU,2024-05-26,Austrália Nbl1 Central,00:00,Norwood Flames F,Central Districts Lions F,3.77,1.24,148.5,1.85,1.85,0.0,0.0,0.0
ERIPjAn3,2024-05-26,Austrália Nbl1 Central,02:00,Southern Tigers F,Woodville Warriors F,1.04,8.9,145.5,1.83,1.87,0.0,0.0,0.0
vuaD9vN5,2024-05-26,Austrália Nbl1 Oeste,01:00,East Perth Eagles,Geraldton Buccaneers,1.75,1.98,179.5,1.85,1.83,0.0,0.0,0.0
