Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
Wpn30Fvs,2024-01-20,Brasil Nbb,11:00,Botafogo,União Corinthians,1.48,2.53,160.5,1.87,1.79,-5.5,2.01,1.72
Ayo7aZgm,2024-01-20,Brasil Nbb,17:00,R10 Score Vasco da Gama,Caxias do Sul,1.25,3.69,145.5,1.82,1.84,-9.5,1.96,1.75
jaY9KyD0,2024-01-20,Espanha Acb,14:00,Gran Canaria,Murcia,1.33,3.38,163.5,1.85,1.91,-8.5,2.01,1.76
dxZ5LHcf,2024-01-20,Espanha Acb,14:00,Obradoiro CAB,Tenerife,2.43,1.57,160.5,1.88,1.92,2.5,2.03,1.73
nRRIIFsD,2024-01-20,Espanha Acb,16:45,Joventut,Unicaja,2.5,1.54,162.5,1.83,1.93,2.5,2.1,1.68
UkXDJeS6,2024-01-20,Espanha Acb,16:45,Palencia,Manresa,2.22,1.68,164.5,1.82,1.94,1.5,2.03,1.75
bZU5ePpb,2024-01-20,Eua Nba,00:00,Portland Trail Blazers,Indiana Pacers,3.61,1.32,237.5,1.88,1.96,7.5,2.01,1.86
xQT9fq04,2024-01-20,Eua Nba,00:30,Los Angeles Lakers,Brooklyn Nets,1.36,3.31,224.5,1.82,2.02,-7.5,2.02,1.83
WnTDg3FA,2024-01-20,Eua Nba,17:00,Detroit Pistons,Milwaukee Bucks,5.98,1.15,240.5,1.9,1.96,10.5,2.08,1.68
UXoHhNUG,2024-01-20,Eua Nba,21:00,Charlotte Hornets,Philadelphia 76ers,4.62,1.22,230.5,1.84,1.97,9.5,2.0,1.81
CdyMispN,2024-01-20,Eua Nba,21:00,Washington Wizards,San Antonio Spurs,1.76,2.14,0.0,0.0,0.0,-1.5,1.82,0.0
jmzQj1aT,2024-01-20,Eua Nba,21:30,Atlanta Hawks,Cleveland Cavaliers,1.93,1.93,231.5,1.93,1.93,1.5,1.87,1.99
