Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
rulgzuHk,2023-11-29,Brasil Nbb,19:00,Botafogo,Bauru,3.61,1.26,156.5,1.87,1.79,7.5,2.0,1.72
CdcNu1gS,2023-11-29,Brasil Nbb,19:00,Minas,Unifacisa,1.25,3.69,155.5,1.87,1.79,-9.5,1.98,1.74
4lkkyL1q,2023-11-29,Brasil Nbb,19:30,Pato,Fortaleza B.C.,2.31,1.57,150.5,1.87,1.79,2.5,1.97,1.75
SvxQ6mZE,2023-11-29,Eua Nba,00:00,Sacramento Kings,Golden State Warriors,1.82,2.15,235.5,1.88,2.02,-2.5,2.04,1.88
bL9iGngD,2023-11-29,Eua Nba,21:00,Detroit Pistons,Los Angeles Lakers,3.8,1.33,227.5,1.8,2.01,5.5,2.1,1.68
ny3ZvWVD,2023-11-29,Eua Nba,21:00,Orlando Magic,Washington Wizards,1.23,4.93,232.5,1.83,2.1,-10.5,2.1,1.83
dbhAVCNr,2023-11-29,Eua Nba,21:30,Toronto Raptors,Phoenix Suns,2.08,1.87,221.5,1.82,1.99,-1.5,2.09,1.69
QR1wvjoK,2023-11-29,Eua Nba,22:00,Memphis Grizzlies,Utah Jazz,1.56,2.66,224.5,1.93,2.01,-5.5,2.04,1.78
8jirwA0Q,2023-11-29,Eua Nba,22:00,New Orleans Pelicans,Philadelphia 76ers,1.97,1.97,225.5,1.82,1.99,-2.5,2.08,1.7
M7lkrqpl,2023-11-29,Europa Eurocopa,14:00,Cluj-Napoca,Lietkabelis,1.31,3.51,162.5,1.87,1.89,-8.5,1.97,1.74
YXOdPzwG,2023-11-29,Europa Eurocopa,14:30,Cedevita Olimpija,Paris,2.98,1.4,172.5,1.86,1.8,4.5,2.09,1.66
CON0OfhM,2023-11-29,Europa Eurocopa,15:00,Hapoel Tel-Aviv,Besiktas,1.55,2.47,166.5,1.86,1.8,-5.5,2.09,1.66
K03fusU6,2023-11-29,Europa Eurocopa,15:30,Ulm,JL Bourg,1.48,2.68,168.5,1.88,1.9,-5.5,1.95,1.76
tA4jtNE0,2023-11-29,Europa Eurocopa,16:00,Trento,Aris,1.55,2.47,152.5,1.86,1.8,-5.5,2.09,1.66
6ax4NE7S,2023-11-29,Europa Eurocopa,16:30,Joventut,Prometey,1.48,2.68,170.5,1.8,1.86,-5.5,1.95,1.76
0bmgs3af,2023-11-29,Europa Eurocopa,17:00,Gran Canaria,Buducnost,1.21,4.53,162.5,1.87,1.79,-11.5,2.05,1.68
6Pcd5qdM,2023-11-29,Argentina Liga A,20:00,San Lorenzo,La Union,1.3,3.31,152.5,1.85,1.85,-8.5,2.01,1.72
MoiSymdK,2023-11-29,Argentina Liga A,21:00,Independiente de Oliva,Comunicaciones Mercedes,1.54,2.37,155.5,1.86,1.81,-4.5,1.95,1.76
tflTY4Nk,2023-11-29,Argentina Liga A,22:00,Olimpico,Penarol,1.11,5.88,160.5,1.86,1.84,-13.5,1.95,1.76
Aq9343Ap,2023-11-29,Austrália Liga Feminina Wnbl,05:00,Townsville F,Adelaide Lightning F,1.33,3.21,152.5,1.86,1.88,-8.5,2.04,1.69
Q3L3kpv3,2023-11-29,Ásia Easl,08:00,New Taipei Kings,Meralco Bolts,1.06,7.6,159.5,1.85,1.85,-20.5,1.94,1.77
fPI1BNrD,2023-11-29,Bulgária Nbl,13:00,Yambol,Minyor,1.13,5.4,166.5,1.87,1.83,-13.5,2.09,1.66
YFH5AsbJ,2023-11-29,Bulgária Nbl,14:00,Academic Plovdiv,Chernomorets,3.37,1.29,161.5,1.86,1.8,6.5,2.06,1.68
02JcC3T6,2023-11-29,Bulgária Nbl,14:00,Beroe,Balkan,3.37,1.29,166.5,1.87,1.79,6.5,2.06,1.68
