Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
v9pC6FIE,2024-12-15,Brasil Nbb,11:00,São Paulo,Botafogo,1.06,6.56,159.5,1.86,1.8,-15.5,1.98,1.7
vNPoEvVP,2024-12-15,Espanha Acb,08:30,Granada,Baskonia,2.45,1.56,167.5,1.82,1.94,3.5,1.95,1.81
zgBH8Ihm,2024-12-15,Espanha Acb,08:30,Lleida,Bilbao,1.73,2.12,166.5,1.87,1.89,-2.5,1.95,1.81
QsrajywJ,2024-12-15,Espanha Acb,08:30,Real Madrid,Breogan,1.03,14.0,161.5,1.82,1.94,-18.5,2.05,1.73
IHvihc86,2024-12-15,Espanha Acb,13:00,Joventut,Tenerife,1.89,1.92,160.5,1.88,1.88,-1.5,1.98,1.77
W089EmP8,2024-12-15,Espanha Acb,13:00,Murcia,Valencia,2.22,1.68,170.5,1.81,1.95,1.5,2.04,1.74
xhhrktFt,2024-12-15,Espanha Acb,14:30,Zaragoza,Barcelona,2.68,1.48,172.5,1.81,1.99,4.5,1.96,1.84
CU654Zwo,2024-12-15,Eua Nba,19:00,Indiana Pacers,New Orleans Pelicans,1.44,2.94,225.5,1.87,1.97,-6.5,2.0,1.84
ptzRITTj,2024-12-15,Eua Nba,20:00,Orlando Magic,New York Knicks,2.59,1.54,216.5,1.87,1.97,3.5,2.03,1.82
vyaiSxWi,2024-12-15,Eua Nba,20:00,Washington Wizards,Boston Celtics,7.33,1.11,225.5,1.84,2.0,13.5,2.05,1.8
0jm0QG04,2024-12-15,Eua Nba,21:00,San Antonio Spurs,Minnesota Timberwolves,2.64,1.52,213.5,1.89,1.95,3.5,2.05,1.8
8Gj8OfVG,2024-12-15,Eua Nba,22:00,Phoenix Suns,Portland Trail Blazers,1.28,3.95,225.5,1.85,2.0,-9.5,1.99,1.85
0lIDtXLc,2024-12-15,Eua Nba,22:30,Golden State Warriors,Dallas Mavericks,2.36,1.63,232.5,1.86,1.98,2.5,1.99,1.85
2FqHMYaT,2024-12-15,Eua Nba,23:30,Los Angeles Lakers,Memphis Grizzlies,2.41,1.61,226.5,1.82,2.03,2.5,2.04,1.81
2eXVdnaJ,2024-12-15,Itália Liga A,08:00,Sassari,Reggiana,1.73,2.12,156.5,1.84,1.92,-3.5,2.04,1.74
rV6eefuC,2024-12-15,Itália Liga A,12:30,Treviso,Cremona,1.43,2.86,163.5,1.82,1.94,-6.5,1.96,1.8
8jXTAlck,2024-12-15,Itália Liga A,13:00,Varese,Milano,4.23,1.23,178.5,1.83,1.93,8.5,2.01,1.73
4IQx9SR1,2024-12-15,Itália Liga A,14:15,Trapani,Trento,1.58,2.4,172.5,1.83,1.93,-5.5,2.03,1.75
4pe4gY9O,2024-12-15,Itália Liga A,15:00,Virtus Bologna,Trieste,1.19,4.85,171.5,1.89,1.9,-11.5,1.98,1.82
G2mnaxtm,2024-12-15,Itália Liga A,15:30,Brescia,Basket Napoli,1.17,5.15,172.5,1.82,1.94,-10.5,1.93,1.83
IXOGiCRO,2024-12-15,Alemanha Bbl,11:00,Oldenburg,Gottingen,1.09,7.5,172.5,1.88,1.92,-14.5,1.97,1.83
dbfRBFCt,2024-12-15,Alemanha Bbl,11:00,Rostock,Bayern,4.65,1.2,159.5,1.8,1.96,9.5,1.98,1.79
pKQ8gYdC,2024-12-15,Alemanha Bbl,12:30,Ludwigsburg,Chemnitz,1.75,2.08,156.5,1.81,1.95,-3.5,2.04,1.74
WrcjVqid,2024-12-15,Alemanha Pro A,13:00,Trier,Artland,1.07,6.23,168.5,1.85,1.81,-12.5,1.95,1.73
Oxpxgmq3,2024-12-15,Alemanha Pro A,13:00,Vechta 2,Nurnberger,2.41,1.47,163.5,1.87,1.79,3.5,1.92,1.75
2yqYSsum,2024-12-15,Alemanha Pro B,12:00,Leverkusen,Iserlohn,1.29,3.15,157.5,1.83,1.83,-7.5,1.83,1.83
A3BgiBV9,2024-12-15,Argentina Liga A,21:30,Riachuelo,San Martin,1.38,2.7,151.5,1.83,1.83,-6.5,1.98,1.7
QXKohGhl,2024-12-15,Austrália Nbl,02:30,Sydney Kings,Brisbane Bullets,1.36,3.19,186.5,1.81,1.85,-7.5,1.99,1.73
69VRhYr2,2024-12-15,Áustria Superliga,13:30,St. Polten,Kapfenberg,4.1,1.18,166.5,1.83,1.83,7.5,1.98,1.7
MHDEGyy9,2024-12-15,Áustria Superliga,13:30,Swans Gmunden,Vienna,1.07,6.23,169.5,1.84,1.82,-12.5,1.97,1.71
fVBMEF5L,2024-12-15,Áustria Superliga,13:30,Wels,Oberwart,1.34,2.87,158.5,1.82,1.84,-6.5,1.96,1.72
pGIg7Xce,2024-12-15,Áustria Superliga,14:00,UBSC Graz,Furstenfeld,1.02,12.5,159.5,1.8,1.86,-22.5,1.96,1.72
fPY0uYgl,2024-12-15,Áustria Liga Zweite,10:30,Steiermark,Raiders Tirol,7.5,1.04,143.5,1.81,1.85,14.5,2.0,1.69
SxX8wCO0,2024-12-15,Áustria Liga Zweite,11:00,Traiskirchen Young Lions,Wagram,5.17,1.11,142.5,1.83,1.83,11.5,2.01,1.68
dp7Wd2ye,2024-12-15,Bélgica Top Division Feminina,11:15,Mechelen F,Kortrijk F,1.03,26.0,143.5,1.85,1.85,-36.5,1.85,1.85
hxMTSzPG,2024-12-15,Bósnia E Herzegovina Prvenstvo Bih,14:00,Slavija,Spars Ilidza,1.31,3.05,161.5,1.83,1.83,-7.5,1.84,1.82
2Nazp8v0,2024-12-15,Bósnia E Herzegovina Prvenstvo Bih Feminina,15:00,Lavovi F,Kozara F,1.83,1.83,130.5,1.83,1.83,-26.5,1.82,1.84
OMZHqAPM,2024-12-15,Bósnia E Herzegovina Prvenstvo Bih Feminina,15:00,Orlovi F,Celik F,1.82,1.84,147.5,1.82,1.84,-25.5,1.86,1.8
lYpNWBD7,2024-12-15,Bulgária Nbl,08:00,Spartak Pleven,Rilski Sportist,4.32,1.19,167.5,1.85,1.83,6.5,2.0,1.69
GQcztGjL,2024-12-15,Bulgária Nbl,14:00,Beroe,Balkan,3.26,1.27,166.5,1.88,1.78,6.5,1.95,1.72
zZYeLPqK,2024-12-15,Chile Copa Do Chile,19:00,Ancud,CD Puerto Varas,1.41,2.62,149.5,1.83,1.83,-6.5,1.95,1.72
W2THPwSq,2024-12-15,China Cba,08:35,Beijing Royal Fighters,Xinjiang,2.86,1.35,209.5,1.8,1.86,5.5,1.96,1.72
KO9CoLl3,2024-12-15,China Cba,08:35,Fujian,Shandong,4.16,1.17,216.5,1.88,1.78,9.5,1.96,1.72
4GRPNHdd,2024-12-15,China Cba,08:35,Ningbo Rockets,Zhejiang Chouzhou,6.57,1.06,225.5,1.83,1.83,16.5,1.98,1.7
SlDKqaJF,2024-12-15,China Cba,08:35,Shenzhen,Zhejiang Guangsha,4.06,1.18,199.5,1.88,1.78,8.5,2.02,1.67
l41TswlS,2024-12-15,China Cba,08:35,Sichuan,Jilin,1.95,1.73,213.5,1.8,1.86,1.5,1.83,1.83
GY1xJdYo,2024-12-15,Coreia Do Sul Kbl,02:00,Anyang JungKwanJang,Goyang Sono,1.7,2.13,155.5,1.86,1.86,-3.5,2.02,1.7
zupUEpMU,2024-12-15,Coreia Do Sul Kbl,02:00,KCC Egis,LG Sakers,1.7,2.13,157.5,1.89,1.89,-3.5,1.99,1.73
ln0pHz3b,2024-12-15,Coreia Do Sul Kbl,04:00,Seoul Knights,Seoul Thunders,1.15,5.45,157.5,1.87,1.79,-12.5,1.96,1.75
IZi3Rn9T,2024-12-15,Coreia Do Sul Wkbl Feminina,04:00,Hana Bank F,Busan BNK Sum F,2.94,1.38,121.5,1.86,1.88,5.5,1.97,1.75
WGj4MElK,2024-12-15,Croácia Premijer Liga,13:00,Osijek,Cedevita,5.17,1.11,158.5,1.84,1.82,8.5,2.04,1.66
MFCr8Xng,2024-12-15,Croácia Premijer Liga,14:00,Alkar,Zadar,11.6,1.02,144.5,1.86,1.8,18.5,2.0,1.69
2X4RxC0n,2024-12-15,Croácia Prva Liga,12:00,Marsonia,Crikvenica,1.07,7.7,156.5,1.83,1.83,-15.5,2.0,1.72
WCdrZTaB,2024-12-15,Croácia Prva Liga,12:30,Hermes,KK Zagreb,3.88,1.23,158.5,1.83,1.83,8.5,2.0,1.72
rwcSDbnJ,2024-12-15,Croácia Primeira Liga Feminina,11:45,KAZL Split F,Tresnjevka 2009 F,9.35,1.01,135.5,1.83,1.83,16.5,2.0,1.69
Ec5BHtmf,2024-12-15,Croácia Primeira Liga Feminina,14:00,Sibenik F,Plamen Pozega F,1.64,2.06,148.5,1.83,1.83,-3.5,1.98,1.7
dIvFy2vQ,2024-12-15,Croácia Primeira Liga Feminina,15:00,Brod na Savi F,Medvescak F,1.64,2.06,138.5,1.83,1.83,-3.5,1.98,1.7
Yo66kdae,2024-12-15,Dinamarca Copa Da Dinamarca,12:00,Næstved,Randers,1.41,2.82,177.5,1.86,1.86,-6.5,1.99,1.73
O8E3ZpiM,2024-12-15,Eslováquia Extraliga,14:00,Nitra Blue Wings,BKM Lucenec,1.04,7.5,164.5,1.83,1.83,-16.5,1.98,1.7
KWiuA1Pc,2024-12-15,Espanha Primera Feb,08:00,Cartagena,Moron,1.25,3.41,156.5,1.86,1.8,-8.5,2.05,1.65
McDLkXwq,2024-12-15,Espanha Primera Feb,08:30,Estela,Tizona Burgos,2.82,1.35,173.5,1.83,1.83,4.5,1.97,1.71
rD1UmB8e,2024-12-15,Espanha Primera Feb,08:30,Real Bétis,Real Valladolid,1.05,7.16,155.5,1.86,1.8,-14.5,1.95,1.72
ttX5e2A4,2024-12-15,Espanha Primera Feb,13:00,Hestia Menorca,Oviedo,1.55,2.23,151.5,1.8,1.86,-4.5,1.94,1.73
Sx5gnbXj,2024-12-15,Espanha Primera Feb,14:30,Estudiantes,Alicante,1.06,6.57,155.5,1.83,1.83,-13.5,2.03,1.67
2eLEgtuH,2024-12-15,Espanha Primera Feb,15:00,San Pablo Burgos,Castello,1.02,8.8,168.5,1.83,1.83,-18.5,1.91,1.75
fXl8qaWQ,2024-12-15,Espanha Segunda Feb,08:00,Clavijo,Leonesa,2.01,1.68,146.5,1.83,1.83,1.5,1.88,1.78
6B8DNH97,2024-12-15,Espanha Segunda Feb,08:00,Zornotza ST,Albacete,1.72,1.95,142.5,1.84,1.82,-2.5,1.95,1.72
CEW3p4Xa,2024-12-15,Espanha Segunda Feb,13:30,Gandia,Tarragona,1.47,2.43,154.5,1.83,1.83,-5.5,1.95,1.72
WGn5rr2C,2024-12-15,Espanha Segunda Feb,14:00,Fibwi Palma,Benicarlo,1.47,2.43,157.5,1.83,1.83,-5.5,1.95,1.72
E3j6Pwue,2024-12-15,Espanha Segunda Feb,14:00,Iraurgi SB,Cordoba,1.47,2.43,144.5,1.84,1.82,-7.5,1.95,1.72
