Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
Uc1jYdel,2024-01-11,Brasil Nbb,19:00,Minas,Flamengo,1.98,1.75,158.5,1.85,1.85,1.5,1.85,1.85
OK0fXGAf,2024-01-11,Brasil Nbb,19:30,Unifacisa,São Paulo,1.42,2.72,157.5,1.85,1.85,-6.5,2.02,1.71
8xCRmkjI,2024-01-11,Eua Nba,00:00,Utah Jazz,Denver Nuggets,3.13,1.44,236.5,1.83,2.05,5.5,2.09,1.85
UccuQLXb,2024-01-11,Eua Nba,00:30,Los Angeles Clippers,Toronto Raptors,1.2,5.49,232.5,1.82,2.11,-11.5,1.97,1.97
tjAZoTKU,2024-01-11,Eua Nba,16:00,Cleveland Cavaliers,Brooklyn Nets,1.69,2.36,224.5,1.88,2.05,-3.5,2.03,1.89
xO0mOa2B,2024-01-11,Eua Nba,22:00,Oklahoma City Thunder,Portland Trail Blazers,1.11,8.7,231.5,1.82,1.98,-14.5,2.01,1.8
KnjhNJHH,2024-01-11,Eua Nba,22:30,Dallas Mavericks,New York Knicks,1.85,1.95,0.0,0.0,0.0,-3.5,1.95,1.85
ML7ho6rt,2024-01-11,Europa Euroliga,14:45,Fenerbahce,Bayern,1.25,4.19,159.5,1.8,1.96,-9.5,1.99,1.78
YeBdpQcn,2024-01-11,Europa Euroliga,16:15,Panathinaikos,Monaco,1.65,2.31,161.5,1.88,1.94,-4.5,2.05,1.73
SIA0qpDh,2024-01-11,Europa Euroliga,16:30,Milano,Crvena zvezda,1.63,2.35,154.5,1.8,1.99,-4.5,2.06,1.73
6994r4Sb,2024-01-11,Europa Euroliga,16:45,Real Madrid,Valencia,1.2,4.97,160.5,1.89,1.93,-11.5,2.07,1.72
lpyP7WID,2024-01-11,Argentina Liga A,21:00,Ferro,Argentino,1.35,3.02,158.5,1.87,1.79,-7.5,2.01,1.72
W809FrxK,2024-01-11,Argentina Liga A,22:00,Riachuelo,Instituto de Cordoba,2.06,1.69,151.5,1.92,1.78,1.5,1.95,1.76
lKByiswt,2024-01-11,Austrália Nbl,05:30,Adelaide 36ers,Sydney Kings,2.5,1.54,190.5,1.87,1.79,2.5,2.09,1.66
pIsOUKum,2024-01-11,Austrália Liga Feminina Wnbl,05:00,Canberra Capitals F,Perth Lynx F,2.82,1.41,167.5,1.8,1.86,4.5,2.03,1.7
nZFMG0jF,2024-01-11,Bahrein Premier League,11:30,Nuwaidrad,Samaheej,1.07,7.22,162.5,1.81,1.85,-17.5,2.06,1.68
xxdn44Ar,2024-01-11,Bahrein Premier League,13:30,Sitra Club,ISSA Town,2.56,1.47,176.5,1.8,1.86,3.5,2.0,1.72
hKUfC0c3,2024-01-11,China Cba,08:35,Jilin,Beijing Royal Fighters,2.09,1.71,213.5,1.85,1.89,1.5,1.92,1.78
vHQjDtrc,2024-01-11,China Cba,09:00,Shenzhen,Zhejiang Chouzhou,2.27,1.6,206.5,1.85,1.87,2.5,1.93,1.77
Gf3uPWV9,2024-01-11,Coreia Do Sul Kbl,07:00,KCC Egis,Seoul Knights,1.87,1.9,159.5,1.8,1.86,-1.5,1.98,1.74
lWPzkVKd,2024-01-11,Dinamarca Liga De Basquete,15:15,Næstved,Randers,1.29,3.46,184.5,1.86,1.86,-9.5,2.1,1.65
dfvgB9H2,2024-01-11,Eua Ncaa,00:30,USC,Washington State,1.36,3.33,144.5,1.8,1.95,-7.5,2.0,1.71
0r5nBdhA,2024-01-11,Eua Ncaa,01:00,California,Colorado,2.52,1.56,148.5,1.91,1.91,2.5,2.1,1.67
YB1MUAmD,2024-01-11,Eua Ncaa,20:00,Maine,New Hampshire,1.69,2.18,143.5,1.83,1.83,-2.5,1.83,1.83
CdDDWWI0,2024-01-11,Eua Ncaa,20:30,UMass Lowell,NJIT,1.06,10.5,147.5,1.91,1.91,-15.5,2.1,1.67
MRf4gfQD,2024-01-11,Eua Ncaa,21:00,Bryant University,Binghamton,1.3,3.47,155.5,1.8,1.95,-8.5,2.1,1.67
fqX2uqqL,2024-01-11,Eua Ncaa,21:00,Campbell,Delaware,3.97,1.27,140.5,1.91,1.91,6.5,2.1,1.67
lfOY3Nkg,2024-01-11,Eua Ncaa,21:00,Chattanooga Mocs,VMI,1.08,8.8,150.5,1.91,1.91,-15.5,2.0,1.71
