Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
AXAJvEzB,2024-03-12,Brasil Nbb,19:30,Bauru,Franca,2.84,1.39,164.5,1.8,1.9,0.0,0.0,0.0
6al4tFl1,2024-03-12,Brasil Nbb,20:00,Flamengo,São José,1.12,5.56,162.5,1.86,1.84,0.0,0.0,0.0
Svh6zYOt,2024-03-12,Brasil Lbf Feminina,20:00,Catanduva F,Campinas F,6.85,1.08,144.5,1.82,1.84,0.0,0.0,0.0
pW2m77RJ,2024-03-12,Eua Nba,20:30,New York Knicks,Philadelphia 76ers,1.48,2.4,211.5,1.83,1.83,0.0,0.0,0.0
bZ6i6RtQ,2024-03-12,Eua Nba,21:00,Memphis Grizzlies,Washington Wizards,1.76,1.91,218.5,1.83,1.83,-2.5,2.0,2.19
4GqK1oks,2024-03-12,Eua Nba,21:00,Oklahoma City Thunder,Indiana Pacers,1.3,3.07,235.5,1.83,1.83,0.0,0.0,0.0
GYeVbqZa,2024-03-12,Eua Nba,23:00,Los Angeles Clippers,Minnesota Timberwolves,1.39,2.69,0.0,0.0,0.0,0.0,0.0,0.0
bcozb3l6,2024-03-12,Eua Nba,23:00,Sacramento Kings,Milwaukee Bucks,1.78,1.88,234.5,1.86,1.94,-2.5,2.02,2.09
xKtokelH,2024-03-12,Europa Eurocopa,15:30,JL Bourg,Prometey,1.51,2.45,168.5,1.83,1.87,-4.5,1.92,3.75
nP0J9qVH,2024-03-12,Argentina Liga A,21:00,Argentino,Ferro,1.98,1.75,159.5,1.85,1.85,1.5,1.85,1.63
nLAr3rYM,2024-03-12,África Bal,11:00,Dynamo,Petro,3.53,1.27,158.5,1.85,1.85,0.0,0.0,0.0
0OEn22mT,2024-03-12,África Bal,14:00,Cape Town,FUS Rabat,5.72,1.12,160.5,1.85,1.85,0.0,0.0,0.0
hxGb8o87,2024-03-12,Ásia Wasl,16:00,Al-Rayyan,Kazma,2.03,1.71,161.5,1.86,1.84,0.0,0.0,0.0
zapGPp77,2024-03-12,China Cba,08:35,Jilin,Beijing,2.01,1.75,207.5,1.85,1.89,1.5,1.88,1.62
29h3SnNl,2024-03-12,China Cba,08:35,Liaoning,Shenzhen,1.34,3.14,205.5,1.86,1.88,0.0,0.0,0.0
OOtCQQi1,2024-03-12,China Cba,08:35,Nanjing Tongxi,Tianjin,1.43,2.74,216.5,1.84,1.9,0.0,0.0,0.0
YZmaTS7r,2024-03-12,China Cba,08:35,Ningbo Rockets,Shanxi Zhongyu,6.9,1.09,209.5,1.84,1.9,0.0,0.0,0.0
t0i7R6xe,2024-03-12,China Cba,08:35,Zhejiang Guangsha,Xinjiang,2.04,1.73,196.5,1.8,1.92,0.0,0.0,0.0
K0yDTJAk,2024-03-12,China Wcba Feminina,08:30,Fujian F,Daqing F,1.34,3.08,148.5,1.85,1.85,0.0,0.0,0.0
tGPLRcu2,2024-03-12,China Wcba Feminina,08:30,Shandong F,Wuhan F,1.09,6.41,142.5,1.82,1.88,0.0,0.0,0.0
2PQHSwQe,2024-03-12,China Wcba Feminina,08:30,Tianjin F,Xiamen F,1.21,4.13,152.5,1.85,1.85,0.0,0.0,0.0
UVI3jsI2,2024-03-12,China Wcba Feminina,08:30,Zhejiang Golden Bulls F,Shanxi Xing Rui F,1.46,2.59,156.5,1.83,1.87,0.0,0.0,0.0
p6F0iF7i,2024-03-12,Coreia Do Sul Wkbl Feminina,07:00,Woori WON F,Samsung Blue Minx F,1.33,3.29,130.5,1.8,1.87,0.0,0.0,0.0
bulNZp99,2024-03-12,Espanha Leb Ouro,16:00,Estudiantes,Fuenlabrada,1.18,4.51,158.5,1.85,1.85,0.0,0.0,0.0
4KueWB2H,2024-03-12,Espanha Leb Ouro,16:00,Hestia Menorca,Real Valladolid,1.91,1.81,151.5,1.86,1.8,0.0,0.0,0.0
lA6WCN1d,2024-03-12,Espanha Leb Ouro,16:30,Leyma Coruna,Gipuzkoa,1.29,3.37,168.5,1.86,1.8,0.0,0.0,0.0
xWnRY4OF,2024-03-12,Espanha Leb Ouro,16:45,Oviedo,Alicante,1.98,1.75,155.5,1.87,1.79,1.5,1.84,1.61
Ay33Wvqa,2024-03-12,Eua Ncaa,00:30,Gonzaga,San Francisco,1.21,4.67,150.5,1.91,1.91,0.0,0.0,0.0
Ov77Vbb5,2024-03-12,Eua Ncaa,12:30,Fordham,Davidson,2.38,1.63,133.5,1.8,1.95,2.5,2.0,1.4
I16BUIDB,2024-03-12,Eua Ncaa,13:30,UCF Knights,Oklahoma State,1.58,2.47,136.5,1.91,1.83,-4.5,1.95,3.55
zwoxCAcp,2024-03-12,Eua Ncaa,15:00,La Salle,George Washington,1.77,2.1,147.5,1.91,1.91,-3.5,2.05,2.6
dh5FTxTH,2024-03-12,Eua Ncaa,15:00,Notre Dame,Georgia Tech,1.8,2.05,131.5,1.91,1.91,-2.5,2.0,2.35
ETqtBUCj,2024-03-12,Eua Ncaa,16:00,Cincinnati,West Virginia,1.18,5.15,143.5,1.8,1.95,0.0,0.0,0.0
