Fixture ID,Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
04WNf1ge,2024-06-15,Argentina Liga A,11:30,San Lorenzo,Boca Juniors,2.25,1.61,149.5,1.81,1.91,2.5,1.92,1.5
OCUjRTJb,2024-06-15,Argentina Liga A,21:00,Peñarol,Quimsa,2.49,1.51,155.5,1.88,1.79,0.0,0.0,0.0
OW24XQKA,2024-06-15,Austrália Nbl1 Leste,04:30,Sydney Comets,Illawarra Hawks,1.19,4.37,169.5,1.82,1.88,0.0,0.0,0.0
2N18WpzH,2024-06-15,Austrália Nbl1 Leste,05:00,Norths Bears,Central Coast Crusaders,1.2,4.17,166.5,1.85,1.85,0.0,0.0,0.0
KbdDV4kN,2024-06-15,Austrália Nbl1 Leste,06:00,Bankstown Bruins,Maitland M.,6.95,1.08,170.5,1.85,1.85,0.0,0.0,0.0
bkeHUO4T,2024-06-15,Austrália Nbl1 Leste,06:30,Albury-Wodonga Bandits,Newcastle Falcons,1.32,3.2,164.5,1.85,1.85,0.0,0.0,0.0
GUsqQrDp,2024-06-15,Austrália Nbl1 Leste,06:30,Canberra,Inner West Bulls,1.27,3.53,166.5,1.84,1.86,0.0,0.0,0.0
UXomP2Sj,2024-06-15,Austrália Nbl1 Leste,06:30,Hills Hornets,Sutherland,1.42,2.72,166.5,1.83,1.87,0.0,0.0,0.0
WxQVmn5i,2024-06-15,Austrália Nbl1 Leste,06:30,Penrith P.,Manly W.,6.74,1.08,173.5,1.83,1.87,0.0,0.0,0.0
r3rD2TsI,2024-06-15,Austrália Nbl1 Leste,03:00,Norths Bears F,Central Coast F,1.06,7.7,150.5,1.85,1.85,0.0,0.0,0.0
0vwI1mcO,2024-06-15,Austrália Nbl1 Leste,04:00,Bankstown Bruins F,Maitland Mustangs F,1.35,3.02,144.5,1.82,1.88,0.0,0.0,0.0
vVyM07CU,2024-06-15,Austrália Nbl1 Leste,04:30,Albury F,Newcastle Falcons F,1.03,9.8,158.5,1.87,1.83,0.0,0.0,0.0
GjDRLjrt,2024-06-15,Austrália Nbl1 Leste,04:30,Canberra F,Inner West Bulls F,1.01,40.0,144.5,1.83,1.85,0.0,0.0,0.0
UgHVKAcn,2024-06-15,Austrália Nbl1 Leste,04:30,Hills Hornets F,Sutherland F,6.95,1.08,149.5,1.83,1.87,0.0,0.0,0.0
CI6zKUCh,2024-06-15,Austrália Nbl1 Leste,04:30,Penrith P. F,Manly W. F,13.0,1.01,149.5,1.81,1.89,0.0,0.0,0.0
j95vJlSb,2024-06-15,Austrália Nbl1 Leste,06:30,Sydney Comets F,Illawarra Hawks F,1.06,7.7,136.5,1.82,1.88,0.0,0.0,0.0
MeKGpxAJ,2024-06-15,Austrália Nbl1 Norte,06:00,Northside Wizards,North Gold Coast Seahawks,1.69,2.09,177.5,1.85,1.85,0.0,0.0,0.0
zaOKqdPP,2024-06-15,Austrália Nbl1 Norte,06:30,South West Metro Pirates,Logan Thunder,3.61,1.26,178.5,1.8,1.88,0.0,0.0,0.0
hvBnuGXt,2024-06-15,Austrália Nbl1 Norte,07:00,Southern District,Darwin Salties,2.5,1.49,190.5,1.84,1.86,0.0,0.0,0.0
WU9jvzmm,2024-06-15,Austrália Nbl1 Norte,07:30,Cairns Marlins,Gold Coast Rollers,2.2,1.62,182.5,1.84,1.86,0.0,0.0,0.0
bitmwf2g,2024-06-15,Austrália Nbl1 Norte,07:30,Mackay Meteors,Sunshine Coast Phoenix,1.11,5.98,181.5,1.87,1.83,0.0,0.0,0.0
UFz9P1Op,2024-06-15,Austrália Nbl1 Norte,04:00,Northside Wizards F,North Gold Coast Seahawks F,1.03,10.5,156.5,1.85,1.85,0.0,0.0,0.0
M9Nfm5Gi,2024-06-15,Austrália Nbl1 Norte,05:00,Southern District Spartans F,Darwin Salties F,1.31,3.25,165.5,1.8,1.9,0.0,0.0,0.0
voIanPVc,2024-06-15,Austrália Nbl1 Norte,05:30,Cairns F,Gold Coast Rollers F,2.62,1.45,165.5,1.82,1.88,1.5,1.95,1.51
UmhBjz2T,2024-06-15,Austrália Nbl1 Sul,06:00,Geelong,Melbourne Tigers,1.61,2.22,156.5,1.8,1.99,-3.5,1.88,2.69
AszvnfAp,2024-06-15,Austrália Nbl1 Sul,06:30,Ballarat,Dandenong,1.46,2.59,173.5,1.81,1.89,0.0,0.0,0.0
lYYsoEPj,2024-06-15,Austrália Nbl1 Sul,06:30,Casey Cavaliers,Eltham,4.56,1.18,167.5,1.84,1.86,0.0,0.0,0.0
2yNP9c2i,2024-06-15,Austrália Nbl1 Sul,06:30,Frankston,Nunawading,1.51,2.45,174.5,1.85,1.85,-5.5,1.98,2.48
zREx7enA,2024-06-15,Austrália Nbl1 Sul,07:00,Knox,Bendigo Braves,1.3,3.34,169.5,1.85,1.85,0.0,0.0,0.0
riIp5ZGM,2024-06-15,Austrália Nbl1 Sul,07:00,Ringwood,Keilor Thunder,2.13,1.66,178.5,1.83,1.87,0.0,0.0,0.0
tpNlNM5p,2024-06-15,Austrália Nbl1 Sul,04:00,Geelong F,Melbourne Tigers F,1.36,2.97,158.5,1.82,1.88,0.0,0.0,0.0
KzMhMtLj,2024-06-15,Austrália Nbl1 Sul,04:30,Ballarat F,Dandenong Rangers F,1.54,2.37,153.5,1.8,1.9,0.0,0.0,0.0
dh5yoQci,2024-06-15,Austrália Nbl1 Sul,04:30,Casey Cavaliers F,Eltham F,3.25,1.31,156.5,1.8,1.9,0.0,0.0,0.0
zq4uppDc,2024-06-15,Austrália Nbl1 Sul,04:30,Frankston F,Nunawading F,1.06,7.9,141.5,1.83,1.83,0.0,0.0,0.0
U53qq4S3,2024-06-15,Austrália Nbl1 Sul,04:30,Kilsyth F,Mt. Gambier F,8.65,1.05,150.5,1.84,1.86,0.0,0.0,0.0
tt7mrOsA,2024-06-15,Austrália Nbl1 Sul,05:00,Diamond Valley F,Waverley F,2.97,1.36,148.5,1.81,1.89,0.0,0.0,0.0
2eedt2CM,2024-06-15,Austrália Nbl1 Sul,05:00,Launceston F,Sandringham F,2.97,1.36,147.5,1.81,1.89,0.0,0.0,0.0
WUa0uMRS,2024-06-15,Austrália Nbl1 Sul,05:00,Ringwood F,Keilor Thunder F,3.77,1.24,151.5,1.84,1.86,0.0,0.0,0.0
2kCF0GVD,2024-06-15,Austrália Nbl1 Central,07:30,Forestville Eagles,Southern Tigers,1.05,8.15,175.5,1.8,1.86,0.0,0.0,0.0
ttBJazoK,2024-06-15,Austrália Nbl1 Central,07:45,Central Districts Lions,West Adelaide Bearcats,3.69,1.25,195.5,1.85,1.85,0.0,0.0,0.0
bH5Obf0Q,2024-06-15,Austrália Nbl1 Central,07:45,Eastern Mavericks,Woodville Warriors,2.26,1.59,164.5,1.83,1.95,2.5,1.97,1.49
0QijfE8s,2024-06-15,Austrália Nbl1 Central,07:45,North Adelaide Rockets,South Adelaide Panthers,5.99,1.11,173.5,1.85,1.85,0.0,0.0,0.0
fmifgYNm,2024-06-15,Austrália Nbl1 Central,07:45,Sturt Sabres,Norwood Flames,1.2,4.22,185.5,1.87,1.79,0.0,0.0,0.0
0INK0rCd,2024-06-15,Austrália Nbl1 Central,05:45,Forestville Eagles F,Southern Tigers F,1.27,3.53,135.5,1.8,1.86,0.0,0.0,0.0
ELB2PRlc,2024-06-15,Austrália Nbl1 Central,06:00,Central Districts Lions F,West Adelaide Bearcats F,29.0,16.0,151.5,1.83,1.83,0.0,0.0,0.0
hCA6Oo43,2024-06-15,Austrália Nbl1 Central,06:00,Eastern Mavericks F,Woodville Warriors F,2.22,1.61,139.5,1.85,1.85,0.0,0.0,0.0
Am5BN5J9,2024-06-15,Austrália Nbl1 Central,06:00,North Adelaide Rockets F,South Adelaide Panthers F,1.1,6.15,146.5,1.82,1.84,0.0,0.0,0.0
