Unnamed: 0,Date,League,Time,Home,Away,Home_Pts,Away_Pts,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
,2020-12-23,Eua Nba,21:00,Orlando Magic,Miami Heat,113.0,107.0,2.75,1.47,216.5,1.9,1.9,3.5,1.9,1.9
,2020-12-23,Eua Nba,23:00,Denver Nuggets,Sacramento Kings,122.0,124.0,1.31,3.6,224.5,1.9,1.9,-8.5,1.9,1.9
,2020-12-23,Eua Nba,00:00,Los Angeles Lakers,Los Angeles Clippers,109.0,116.0,1.74,2.15,219.5,1.9,1.9,-2.5,1.9,1.9
,2020-12-23,Eua Nba,21:00,Cleveland Cavaliers,Charlotte Hornets,121.0,114.0,2.3,1.66,215.5,1.9,1.9,2.5,1.9,1.9
,2020-12-23,Eua Nba,21:00,Philadelphia 76ers,Washington Wizards,113.0,107.0,1.32,3.5,229.5,1.9,1.9,-7.5,1.9,1.9
,2020-12-24,Eua Nba,00:00,Portland Trail Blazers,Utah Jazz,100.0,120.0,2.05,1.8,225.5,1.9,1.9,-1.5,1.9,1.9
,2020-12-24,Eua Nba,00:30,Phoenix Suns,Dallas Mavericks,106.0,102.0,1.83,2.0,232.5,1.9,1.9,-1.5,1.9,1.9
,2020-12-25,Eua Nba,14:00,Miami Heat,New Orleans Pelicans,111.0,98.0,1.68,2.25,221.5,1.9,1.9,-4.5,1.9,1.9
,2020-12-25,Eua Nba,16:30,Milwaukee Bucks,Golden State Warriors,138.0,99.0,1.18,5.25,229.5,1.9,1.9,-10.5,1.95,1.86
,2020-12-25,Eua Nba,19:00,Boston Celtics,Brooklyn Nets,95.0,123.0,2.3,1.66,226.5,1.9,1.9,1.5,1.95,1.86
,2020-12-25,Eua Nba,22:00,Los Angeles Lakers,Dallas Mavericks,138.0,115.0,1.37,3.2,227.5,1.9,1.9,-6.5,1.95,1.86
,2020-12-26,Eua Nba,00:30,Denver Nuggets,Los Angeles Clippers,108.0,121.0,2.45,1.6,224.5,1.9,1.9,1.5,1.9,1.9
,2020-12-26,Eua Nba,19:00,Memphis Grizzlies,Atlanta Hawks,112.0,122.0,1.71,2.2,238.5,1.9,1.9,-2.5,1.9,1.9
,2020-12-26,Eua Nba,21:00,Washington Wizards,Orlando Magic,120.0,130.0,1.76,2.1,227.5,1.9,1.9,-1.5,1.9,1.9
,2020-12-26,Eua Nba,21:00,Detroit Pistons,Cleveland Cavaliers,119.0,128.0,1.86,1.95,213.5,1.9,1.9,-2.5,1.9,1.9
,2020-12-26,Eua Nba,21:00,Charlotte Hornets,Oklahoma City Thunder,107.0,109.0,1.71,2.2,216.5,1.9,1.9,-3.5,1.95,1.86
,2020-12-26,Eua Nba,21:30,New York Knicks,Philadelphia 76ers,89.0,109.0,3.8,1.27,216.5,1.9,1.9,7.5,1.95,1.86
,2020-12-26,Eua Nba,22:00,Chicago Bulls,Indiana Pacers,106.0,125.0,3.1,1.4,221.5,1.9,1.9,4.5,1.9,1.9
,2020-12-26,Eua Nba,22:30,San Antonio Spurs,Toronto Raptors,119.0,114.0,2.15,1.74,225.5,1.9,1.9,1.5,1.9,1.9
,2020-12-26,Eua Nba,23:00,Utah Jazz,Minnesota Timberwolves,111.0,116.0,1.22,4.5,225.5,1.9,1.9,-9.5,1.95,1.86
,2020-12-27,Eua Nba,22:00,Indiana Pacers,Boston Celtics,108.0,107.0,2.3,1.66,220.5,1.9,1.9,2.5,1.95,1.86
,2020-12-27,Eua Nba,21:30,Cleveland Cavaliers,Philadelphia 76ers,118.0,94.0,3.05,1.4,216.5,1.9,1.9,5.5,1.95,1.86
,2020-12-27,Eua Nba,23:00,Sacramento Kings,Phoenix Suns,100.0,116.0,2.35,1.64,225.5,1.9,1.9,3.5,1.86,1.95
,2020-12-27,Eua Nba,22:00,Chicago Bulls,Golden State Warriors,128.0,129.0,2.45,1.6,226.5,1.9,1.9,3.5,1.9,1.9
,2020-12-27,Eua Nba,21:30,New York Knicks,Milwaukee Bucks,130.0,110.0,8.0,1.09,222.5,1.9,1.9,11.5,1.9,1.9
,2020-12-27,Eua Nba,21:00,New Orleans Pelicans,San Antonio Spurs,98.0,95.0,1.5,2.7,227.5,1.9,1.9,-5.5,1.95,1.86
,2020-12-27,Eua Nba,21:00,Charlotte Hornets,Brooklyn Nets,106.0,104.0,5.5,1.16,227.5,1.9,1.9,8.5,1.9,1.9
,2020-12-27,Eua Nba,21:00,Washington Wizards,Orlando Magic,113.0,120.0,2.05,1.8,227.5,1.9,1.9,1.5,1.9,1.9
,2020-12-27,Eua Nba,17:30,Los Angeles Clippers,Dallas Mavericks,73.0,124.0,1.66,2.3,225.5,1.9,1.9,-4.5,1.86,1.95
,2020-12-27,Eua Nba,00:00,Portland Trail Blazers,Houston Rockets,128.0,126.0,1.3,3.65,225.5,1.9,1.9,-8.5,1.9,1.9
,2020-12-28,Eua Nba,00:00,Los Angeles Lakers,Minnesota Timberwolves,127.0,91.0,1.19,5.0,224.5,1.9,1.9,-10.5,1.95,1.86
,2020-12-28,Eua Nba,21:30,Brooklyn Nets,Memphis Grizzlies,111.0,116.0,2.1,1.76,226.5,1.9,1.9,-7.5,1.9,1.9
,2020-12-28,Eua Nba,21:30,Atlanta Hawks,Detroit Pistons,128.0,120.0,1.19,5.0,223.5,1.9,1.9,-10.5,1.9,1.9
,2020-12-28,Eua Nba,22:00,Oklahoma City Thunder,Utah Jazz,109.0,110.0,4.25,1.23,218.5,1.9,1.9,7.5,1.9,1.9
,2020-12-28,Eua Nba,23:00,Denver Nuggets,Houston Rockets,124.0,111.0,1.37,3.2,222.5,1.9,1.9,-7.5,1.9,1.9
,2020-12-29,Eua Nba,22:00,Oklahoma City Thunder,Orlando Magic,107.0,118.0,3.15,1.38,218.5,1.9,1.9,4.5,1.9,1.9
,2020-12-29,Eua Nba,21:30,Miami Heat,Milwaukee Bucks,97.0,144.0,3.0,1.41,222.5,1.9,1.9,4.5,1.9,1.9
,2020-12-29,Eua Nba,21:00,Cleveland Cavaliers,New York Knicks,86.0,95.0,1.64,2.35,214.5,1.9,1.9,-3.5,1.95,1.86
,2020-12-29,Eua Nba,21:00,Washington Wizards,Chicago Bulls,107.0,115.0,1.41,3.0,233.5,1.9,1.9,-6.5,1.9,1.9
,2020-12-29,Eua Nba,21:00,Indiana Pacers,Boston Celtics,111.0,116.0,1.86,1.95,217.5,1.9,1.9,9.5,1.24,0.0
,2020-12-29,Eua Nba,21:00,Philadelphia 76ers,Toronto Raptors,100.0,93.0,1.83,2.0,217.5,1.9,1.9,-2.5,1.9,1.9
,2020-12-29,Eua Nba,00:00,Los Angeles Lakers,Portland Trail Blazers,107.0,115.0,1.41,3.0,224.5,1.9,1.9,-5.5,1.86,1.95
,2020-12-29,Eua Nba,21:00,Detroit Pistons,Golden State Warriors,106.0,116.0,2.55,1.57,222.5,1.9,1.9,3.5,1.9,1.9
,2020-12-30,Eua Nba,22:30,San Antonio Spurs,Los Angeles Lakers,107.0,121.0,3.6,1.31,228.5,1.9,1.9,3.5,1.9,1.9
,2020-12-30,Eua Nba,22:30,Dallas Mavericks,Charlotte Hornets,99.0,118.0,1.28,3.75,222.5,1.9,1.9,-8.5,1.9,1.9
,2020-12-30,Eua Nba,21:30,Boston Celtics,Memphis Grizzlies,126.0,107.0,1.33,3.4,216.5,1.9,1.9,-7.5,1.9,1.9
,2020-12-30,Eua Nba,00:00,Phoenix Suns,New Orleans Pelicans,111.0,86.0,1.8,2.05,221.5,1.9,1.9,-2.5,1.9,1.9
,2020-12-30,Eua Nba,21:30,Miami Heat,Milwaukee Bucks,119.0,108.0,3.2,1.37,225.5,1.9,1.9,5.5,1.9,1.9
,2020-12-30,Eua Nba,00:00,Los Angeles Clippers,Minnesota Timberwolves,124.0,101.0,1.15,5.75,225.5,1.9,1.9,-10.5,1.9,1.9
,2020-12-30,Eua Nba,00:00,Sacramento Kings,Denver Nuggets,125.0,115.0,1.9,1.9,223.5,1.9,1.9,1.5,1.9,1.9
,2020-12-30,Eua Nba,21:30,Brooklyn Nets,Atlanta Hawks,145.0,141.0,1.41,3.0,238.5,1.9,1.9,-6.5,1.9,1.9
,2020-12-31,Eua Nba,00:00,Los Angeles Clippers,Portland Trail Blazers,128.0,105.0,1.4,3.05,225.5,1.9,1.9,-5.5,1.86,1.95
,2020-12-31,Eua Nba,17:00,Indiana Pacers,Cleveland Cavaliers,119.0,99.0,1.3,3.65,215.5,1.9,1.9,-7.5,1.86,1.95
,2020-12-31,Eua Nba,19:00,Washington Wizards,Chicago Bulls,130.0,133.0,1.33,3.4,234.5,1.9,1.9,-7.5,1.95,1.86
,2020-12-31,Eua Nba,20:30,Orlando Magic,Philadelphia 76ers,92.0,116.0,2.5,1.58,217.5,1.9,1.9,2.5,1.9,1.9
,2020-12-31,Eua Nba,21:00,Houston Rockets,Sacramento Kings,122.0,119.0,1.44,2.85,228.5,1.9,1.9,-5.5,1.9,1.9
,2020-12-31,Eua Nba,21:30,Toronto Raptors,New York Knicks,100.0,83.0,1.26,4.0,214.5,1.9,1.9,-9.5,1.9,1.9
,2020-12-31,Eua Nba,22:00,Oklahoma City Thunder,New Orleans Pelicans,80.0,113.0,2.8,1.45,212.5,1.86,1.95,5.5,1.9,1.9
,2020-12-31,Eua Nba,23:00,Utah Jazz,Phoenix Suns,95.0,106.0,1.58,2.5,218.5,1.9,1.9,-3.5,1.9,1.9
,2021-01-01,Eua Nba,22:00,Milwaukee Bucks,Chicago Bulls,126.0,96.0,1.07,9.0,231.5,1.9,1.9,-14.5,1.9,1.9
,2021-01-01,Eua Nba,23:00,Denver Nuggets,Phoenix Suns,103.0,106.0,1.62,2.4,220.5,1.9,1.9,-4.5,1.9,1.9
,2021-01-01,Eua Nba,23:00,Utah Jazz,Los Angeles Clippers,106.0,100.0,2.35,1.64,219.5,1.9,1.9,2.5,1.9,1.9
,2021-01-01,Eua Nba,22:00,San Antonio Spurs,Los Angeles Lakers,103.0,109.0,3.65,1.3,229.5,1.9,1.9,5.5,1.9,1.9
,2021-01-01,Eua Nba,21:00,Charlotte Hornets,Memphis Grizzlies,93.0,108.0,1.54,2.65,218.5,1.9,1.9,-4.5,1.9,1.9
,2021-01-01,Eua Nba,21:30,Brooklyn Nets,Atlanta Hawks,96.0,114.0,1.41,3.0,244.5,1.9,1.9,-6.5,1.9,1.9
,2021-01-01,Eua Nba,21:00,Dallas Mavericks,Miami Heat,93.0,83.0,2.05,1.8,222.5,1.9,1.9,-1.5,1.9,1.9
,2021-01-01,Eua Nba,21:00,Detroit Pistons,Boston Celtics,96.0,93.0,4.2,1.25,213.5,1.9,1.9,8.5,1.9,1.9
,2021-01-01,Eua Nba,22:00,Minnesota Timberwolves,Washington Wizards,109.0,130.0,1.95,1.86,232.5,1.9,1.9,9.5,1.24,0.0
,2021-01-02,Eua Nba,00:30,Golden State Warriors,Portland Trail Blazers,98.0,123.0,2.4,1.62,232.5,1.9,1.9,3.5,1.9,1.9
,2021-01-02,Eua Nba,19:00,Houston Rockets,Sacramento Kings,102.0,94.0,2.1,1.76,229.5,1.9,1.9,-4.5,1.9,1.9
,2021-01-02,Eua Nba,21:00,Philadelphia 76ers,Charlotte Hornets,127.0,112.0,0.0,0.0,214.5,1.9,1.9,-9.5,1.9,1.9
,2021-01-02,Eua Nba,21:00,Orlando Magic,Oklahoma City Thunder,99.0,108.0,1.52,2.67,216.5,1.9,1.9,-7.5,1.9,1.9
,2021-01-02,Eua Nba,21:00,Indiana Pacers,New York Knicks,102.0,106.0,1.22,4.5,213.5,1.9,1.9,-9.5,1.9,1.9
,2021-01-02,Eua Nba,21:30,New Orleans Pelicans,Toronto Raptors,120.0,116.0,1.95,1.86,212.5,1.9,1.9,1.5,1.9,1.9
,2021-01-02,Eua Nba,21:30,Atlanta Hawks,Cleveland Cavaliers,91.0,96.0,1.44,2.85,228.5,1.9,1.9,-6.5,1.95,1.86
,2021-01-03,Eua Nba,22:30,Golden State Warriors,Portland Trail Blazers,137.0,122.0,2.67,1.52,233.5,1.9,1.9,4.5,1.9,1.9
,2021-01-03,Eua Nba,22:00,Chicago Bulls,Dallas Mavericks,118.0,108.0,2.55,1.57,222.5,1.9,1.9,3.5,1.86,1.95
,2021-01-03,Eua Nba,21:00,Minnesota Timberwolves,Denver Nuggets,109.0,124.0,4.1,1.25,225.5,1.9,1.9,8.5,1.9,1.9
,2021-01-03,Eua Nba,22:00,Phoenix Suns,Los Angeles Clippers,107.0,112.0,2.35,1.64,215.5,1.9,1.9,1.5,1.9,1.9
,2021-01-03,Eua Nba,20:00,Brooklyn Nets,Washington Wizards,122.0,123.0,1.31,3.55,239.5,1.9,1.9,-8.5,1.9,1.9
,2021-01-03,Eua Nba,20:00,Memphis Grizzlies,Los Angeles Lakers,94.0,108.0,4.75,1.2,219.5,1.9,1.9,9.5,1.9,1.9
,2021-01-03,Eua Nba,17:00,Detroit Pistons,Boston Celtics,120.0,122.0,3.65,1.3,213.5,1.9,1.9,7.5,1.9,1.9
,2021-01-03,Eua Nba,21:00,San Antonio Spurs,Utah Jazz,109.0,130.0,2.9,1.43,219.5,1.9,1.9,4.5,1.9,1.9
,2021-01-04,Eua Nba,22:00,Houston Rockets,Dallas Mavericks,100.0,113.0,1.6,2.45,227.5,1.9,1.9,-4.5,1.9,1.9
,2021-01-04,Eua Nba,22:00,Milwaukee Bucks,Detroit Pistons,125.0,115.0,1.05,12.25,223.5,1.9,1.9,-16.5,1.9,1.9
,2021-01-04,Eua Nba,21:30,Atlanta Hawks,New York Knicks,108.0,113.0,1.33,3.4,222.5,1.9,1.9,-7.5,1.9,1.9
,2021-01-04,Eua Nba,22:00,New Orleans Pelicans,Indiana Pacers,116.0,118.0,1.8,2.05,215.5,1.9,1.9,-1.5,1.9,1.9
,2021-01-04,Eua Nba,21:30,Toronto Raptors,Boston Celtics,114.0,126.0,1.41,3.0,215.5,1.9,1.9,-6.5,1.9,1.9
,2021-01-04,Eua Nba,21:00,Orlando Magic,Cleveland Cavaliers,103.0,83.0,1.43,2.9,214.5,1.9,1.9,-5.5,1.9,1.9
,2021-01-04,Eua Nba,21:00,Philadelphia 76ers,Charlotte Hornets,118.0,101.0,1.27,3.8,220.5,1.9,1.9,-9.5,1.9,1.9
,2021-01-04,Eua Nba,21:30,Miami Heat,Oklahoma City Thunder,118.0,90.0,1.23,4.25,212.5,1.86,1.95,-8.5,1.9,1.9
,2021-01-05,Eua Nba,00:00,Golden State Warriors,Sacramento Kings,137.0,106.0,2.05,1.8,230.5,1.9,1.9,1.5,1.9,1.9
,2021-01-05,Eua Nba,21:30,Brooklyn Nets,Utah Jazz,130.0,96.0,2.6,1.55,225.5,1.9,1.9,2.5,2.0,1.83
,2021-01-05,Eua Nba,22:05,Memphis Grizzlies,Los Angeles Lakers,92.0,94.0,4.25,1.23,217.5,1.9,1.9,9.5,1.86,1.95
,2021-01-05,Eua Nba,23:00,Denver Nuggets,Minnesota Timberwolves,123.0,116.0,1.15,5.75,225.5,1.9,1.9,-11.5,1.9,1.9
,2021-01-06,Eua Nba,22:00,New Orleans Pelicans,Oklahoma City Thunder,110.0,111.0,1.27,3.8,212.5,1.9,1.9,-7.5,2.0,1.83
,2021-01-06,Eua Nba,21:30,Atlanta Hawks,Charlotte Hornets,94.0,102.0,1.41,3.0,231.5,1.9,1.9,-5.5,1.86,1.95
,2021-01-06,Eua Nba,23:00,Phoenix Suns,Toronto Raptors,123.0,115.0,1.66,2.3,217.5,1.9,1.9,-3.5,1.9,1.9
,2021-01-06,Eua Nba,22:00,Milwaukee Bucks,Detroit Pistons,130.0,115.0,1.12,6.5,224.5,1.9,1.9,-13.5,1.9,1.9
,2021-01-06,Eua Nba,21:30,Miami Heat,Boston Celtics,105.0,107.0,1.68,2.25,217.5,1.9,1.9,-3.5,1.9,1.9
,2021-01-06,Eua Nba,00:00,Los Angeles Clippers,San Antonio Spurs,113.0,116.0,1.31,3.6,225.5,1.9,1.9,-9.5,1.95,1.86
,2021-01-06,Eua Nba,21:00,Indiana Pacers,Houston Rockets,114.0,107.0,1.68,2.25,224.5,1.9,1.9,-2.5,1.9,1.9
,2021-01-06,Eua Nba,21:00,Orlando Magic,Cleveland Cavaliers,105.0,94.0,1.45,2.8,213.5,1.9,1.9,-5.5,1.9,1.9
,2021-01-06,Eua Nba,21:00,Philadelphia 76ers,Washington Wizards,141.0,136.0,1.38,3.15,231.5,1.9,1.9,-6.5,1.9,1.9
,2021-01-06,Eua Nba,00:30,Portland Trail Blazers,Chicago Bulls,108.0,111.0,1.22,4.5,232.5,1.9,1.9,-9.5,1.9,1.9
,2021-01-06,Eua Nba,21:30,New York Knicks,Utah Jazz,112.0,100.0,3.6,1.31,213.5,1.9,1.9,6.5,1.86,1.95
,2021-01-07,Eua Nba,00:00,Sacramento Kings,Chicago Bulls,128.0,124.0,1.34,3.35,228.5,1.9,1.9,-7.5,1.9,1.9
,2021-01-07,Eua Nba,00:00,Golden State Warriors,Los Angeles Clippers,101.0,108.0,2.8,1.45,228.5,1.9,1.9,-1.5,1.9,1.9
,2021-01-07,Eua Nba,21:30,Brooklyn Nets,Philadelphia 76ers,122.0,109.0,2.6,1.55,222.5,1.9,1.9,1.5,1.9,1.9
,2021-01-07,Eua Nba,22:00,Memphis Grizzlies,Cleveland Cavaliers,90.0,94.0,1.43,2.9,208.5,1.9,1.9,-5.5,1.86,1.95
,2021-01-08,Eua Nba,22:00,Houston Rockets,Orlando Magic,132.0,90.0,1.35,3.3,221.5,1.9,1.9,-6.5,1.9,1.9
,2021-01-08,Eua Nba,22:00,Memphis Grizzlies,Brooklyn Nets,115.0,110.0,1.95,1.86,217.5,1.9,1.9,1.5,1.86,1.95
,2021-01-08,Eua Nba,21:30,Boston Celtics,Washington Wizards,116.0,107.0,1.6,2.45,233.5,1.9,1.9,-6.5,1.9,1.9
,2021-01-08,Eua Nba,21:30,New Orleans Pelicans,Charlotte Hornets,110.0,118.0,1.34,3.35,217.5,1.9,1.9,-7.5,1.9,1.9
,2021-01-08,Eua Nba,22:00,Milwaukee Bucks,Utah Jazz,118.0,131.0,1.41,3.0,231.5,1.9,1.9,-5.5,1.9,1.9
,2021-01-08,Eua Nba,21:00,Detroit Pistons,Phoenix Suns,110.0,105.0,3.7,1.29,216.5,1.9,1.9,6.5,1.9,1.9
,2021-01-08,Eua Nba,00:00,Portland Trail Blazers,Minnesota Timberwolves,135.0,117.0,1.2,4.75,232.5,1.9,1.9,-10.5,1.9,1.9
,2021-01-08,Eua Nba,00:00,Denver Nuggets,Dallas Mavericks,117.0,124.0,1.71,2.2,222.5,1.9,1.9,-3.5,2.05,1.8
