Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label,prediction_score
2023-10-27,Eua Nba,20:00,Memphis Grizzlies,Denver Nuggets,2.6,1.56,225.5,1.91,1.91,3.5,1.91,1.91,b3SRq3rg,0.3846154,0.64102566,0.5235602,0.5235602,0.025641026,0.2,0.4,,,241.306,55.190495,0.2287158,158.444,27.243002,0.17194088,172.706,245.354,198.64,184.68,0.0,0.0,0.0,0.0,0.35355338,0.0,0.0,-0.51,-0.102,-15.686275,0.68155354,0.7,0.01844645,5.62,1.124,0.49822065,0.53651893,0.6,0.06348107,1,0.7696
2023-10-27,Eua Nba,20:30,Cleveland Cavaliers,Oklahoma City Thunder,1.65,2.35,226.5,1.91,1.91,-3.5,1.91,1.91,lhLvs1SB,0.6060606,0.42553192,0.5235602,0.5235602,0.03159252,0.0,0.6,,,178.122,28.628643,0.16072491,248.728,72.63177,0.29201284,139.454,293.018,136.8,260.4,0.0,0.0,0.0,0.0,0.24748737,0.0,0.0,-2.44,-0.488,-1.3319672,0.7088193,0.5,-0.20881931,1.26,0.252,5.357143,0.48509827,0.5,0.014901734,1,0.7777
2023-10-27,Eua Nba,21:00,San Antonio Spurs,Houston Rockets,1.8,2.05,228.5,1.91,1.91,-1.5,1.91,1.91,SrKrtLsI,0.5555556,0.4878049,0.5235602,0.5235602,0.043360434,1.0,0.4,,,482.714,430.373,0.8915693,285.984,222.09521,0.7766001,515.404,387.354,291.55,215.0,0.0,0.0,0.0,0.0,0.09183205,0.0,0.0,1.23,0.246,3.2520325,0.33787483,0.4,0.062125158,-1.93,-0.386,-2.7202072,0.33012736,0.3,-0.030127361,1,0.7881
2023-10-27,Eua Nba,21:30,Dallas Mavericks,Brooklyn Nets,1.43,2.95,226.5,1.91,1.91,-6.5,1.91,1.91,pKEmuucO,0.6993007,0.33898306,0.5235602,0.5235602,0.03828375,0.6,0.6,,,206.71,53.062077,0.25669816,251.59,85.80781,0.34106207,190.914,266.528,171.0,393.9,0.0,0.0,0.0,0.0,0.4907773,0.0,0.0,-2.08,-0.416,-1.0336539,0.6419807,0.4,-0.24198072,-0.97,-0.194,-10.051546,0.42443871,0.6,0.17556128,1,0.7888
2023-10-27,Eua Nba,22:30,Utah Jazz,Los Angeles Clippers,2.4,1.63,230.5,1.91,1.91,3.5,1.91,1.91,OADivaCU,0.41666666,0.61349696,0.5235602,0.5235602,0.0301636,0.6,0.8,,,608.77,418.8147,0.6879687,444.864,251.88086,0.56619745,406.99,422.49,233.7,845.0,0.0,1.0,0.0,0.0,0.27020955,0.0,0.0,-0.75,-0.15,-9.333333,0.39759257,0.3,-0.09759257,-0.15,-0.03,-21.0,0.4308342,0.4,-0.030834202,1,0.7632
2023-10-27,Eua Nba,23:00,Portland Trail Blazers,Orlando Magic,2.15,1.74,223.5,1.91,1.91,2.5,1.91,1.91,0Wlcarrt,0.4651163,0.57471263,0.5235602,0.5235602,0.039828923,0.4,0.4,,,969.8,532.4879,0.5490698,257.502,97.4309,0.37836948,772.0,305.09,1111.0,302.5,1.0,0.0,0.0,0.0,0.14905593,0.0,0.0,-5.0,-1.0,-1.15,0.2762492,0.0,-0.2762492,-3.5,-0.7,-1.0571429,0.41135755,0.3,-0.111357555,1,0.7789
2023-10-27,Eua Nba,23:00,Sacramento Kings,Golden State Warriors,1.69,2.25,239.5,1.91,1.91,-2.5,1.91,1.91,C6h1b2cn,0.591716,0.44444445,0.5235602,0.5235602,0.03616042,0.4,0.4,,,304.46,116.17284,0.3815701,202.122,35.673435,0.17649457,293.966,226.094,187.0,237.35,0.0,0.0,0.0,0.0,0.20100497,0.0,0.0,-1.02,-0.204,-3.3823528,0.5627069,0.4,-0.16270688,-1.31,-0.262,-4.7709923,0.59203184,0.4,-0.19203182,1,0.7677
2023-10-27,Europa Euroliga,15:00,Lyon-Villeurbanne,Virtus Bologna,2.15,1.74,158.5,1.87,1.95,1.5,1.95,1.87,hA9QtCuJ,0.4651163,0.57471263,0.53475934,0.51282054,0.039828923,0.0,0.0,,,,,,,,,0.0,0.0,104.16,0.0,0.0,0.0,0.0,0.0,0.14905593,0.029617038,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.708
2023-10-27,Europa Euroliga,15:15,Panathinaikos,Baskonia,1.37,3.2,163.5,1.91,1.91,-6.5,1.91,1.91,URh95eIJ,0.729927,0.3125,0.5235602,0.5235602,0.042427007,0.0,0.0,,,,,,,,,0.0,0.0,115.44,0.0,0.0,0.0,0.0,0.0,0.5663043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8381
2023-10-27,Europa Euroliga,15:30,Bayern,Fenerbahce,2.1,1.77,158.5,1.91,1.91,2.5,1.83,2.0,8IiD4FXP,0.47619048,0.56497175,0.5235602,0.5235602,0.041162226,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12059186,0.0,0.06277188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7016
2023-10-27,Austrália Nbl,05:30,Tasmania JackJumpers,Melbourne United,1.58,2.4,170.5,1.91,1.91,-3.5,1.91,1.91,AcWxlxSM,0.6329114,0.41666666,0.5235602,0.5235602,0.04957806,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29137063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8391
2023-10-27,Austrália Nbl,07:30,Perth Wildcats,Brisbane Bullets,1.31,3.5,178.5,1.91,1.91,-6.5,1.82,2.0,llVtmdsT,0.7633588,0.2857143,0.5235602,0.5235602,0.049073063,0.0,0.0,,,,,,,,,0.0,0.0,0.0,226.3,0.0,0.0,0.0,0.0,0.6438935,0.0,0.066638336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.5407
2023-10-27,Coreia Do Sul Kbl,07:00,Mobis Phoebus,Seoul Knights,2.15,1.74,163.5,1.91,1.91,-1.5,1.95,1.87,nFXJyecP,0.4651163,0.57471263,0.5235602,0.5235602,0.039828923,0.0,0.0,,,,,,,,,0.0,0.0,112.48,115.2,0.0,0.0,0.0,0.0,0.14905593,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7463
2023-10-27,Coreia Do Sul Kbl,07:00,Seoul Thunders,Goyang Sono,1.67,2.3,169.5,1.91,1.91,-3.5,2.0,1.83,lOJoXE5t,0.5988024,0.4347826,0.5235602,0.5235602,0.033585005,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2244218,0.0,0.06277188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6817
