Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label
2023-10-24,Europa Eurocopa,14:30,Hamburg,Hapoel Tel-Aviv,8.5,1.08,173.5,1.95,1.87,10.5,1.91,1.91,rBKECxxD,0.11764706,0.9259259,0.51282054,0.53475934,0.043572985,0.0,0.0,,,,,,,,,0.0,0.0,237.9,0.0,0.0,0.0,0.0,0.0,1.0953512,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-10-24,Europa Eurocopa,15:30,London Lions,Paris,2.75,1.48,173.5,1.91,1.91,4.5,1.95,1.87,llLADIM6,0.36363637,0.6756757,0.5235602,0.5235602,0.03931204,0.0,0.0,,,,,,,,,0.0,0.0,0.0,153.86,0.0,0.0,0.0,0.0,0.4245984,0.0,0.029617038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
