Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_Pontos_H,DP_Pontos_H,CV_Pontos_H,CG_H_Last_Game,Media_Odds_Geral_H,DP_Odds_Geral_H,CV_Odds_Geral_H,Saldo_Gols_H,Avg_CG_A,DP_CG_A,CV_CG_A,Avg_Pontos_A,DP_Pontos_A,CV_Pontos_A,CG_A_Last_Game,Media_Odds_Geral_A,DP_Odds_Geral_A,CV_Odds_Geral_A,Saldo_Gols_A,Goals_Last_H,Goals_Last_A,Last_Odd_H,Last_Odd_A,MediaCustoGolHome,MediaCustoGolAway,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA
2024-01-08,Israel Liga Leumit,15:00,Maccabi Haifa,Ramat Hasharon,1.75,1.98,163.5,1.85,1.85,-1.5,1.85,1.85,O2TtXkLS,0.5714285714285714,0.5050505050505051,0.5405405405405405,0.5405405405405405,0.07647907647907637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.166,45.87504092641226,0.3117230945083257,0.0,0.0,,176.32,2.05,0.5725382083319854,0.2792869308936515,-45.0,90,76,3.31,2.32,0.0,0.0,0.08720351725088789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Lituânia Lkl,13:00,Pieno Zvaigzdes,Siauliai,1.64,2.18,174.5,1.8,1.86,-3.5,1.98,1.74,zuC7Zhlm,0.6097560975609756,0.4587155963302752,0.5555555555555556,0.5376344086021505,0.06847169389125085,255.34000000000006,76.30931889356636,0.2988537592761273,1.2,1.6431676725154982,1.3693063937629153,225.16999999999996,3.036,1.1340767169817043,0.3735430556593229,-24.0,252.75799999999998,161.4963696805597,0.6389367287308798,1.2,1.6431676725154984,1.3693063937629155,147.42,3.318,2.1372341939993382,0.6441332712475402,-50.0,89,78,2.53,1.89,0.0,373.11,0.19991500619933814,0.023183828891362234,0.09123958466923195,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.3,-3.933333333333334,0.0,0.0,0.0
2024-01-08,Europa Liga Aba,14:00,Borac,Mega Basket,1.74,1.99,168.5,1.85,1.85,-2.5,2.01,1.72,KjzA9ed3,0.5747126436781609,0.5025125628140703,0.5405405405405405,0.5405405405405405,0.07722520649223119,267.528,234.10839406138345,0.8750799694289324,1.2,1.6431676725154982,1.3693063937629153,152.0,4.159999999999999,4.485470989762391,1.0782382186928825,-64.0,195.676,108.5029035556192,0.5545028698236841,1.2,1.6431676725154984,1.3693063937629155,176.54000000000002,2.256,1.2052095253523347,0.5342240803866732,-5.0,80,97,1.9,1.82,0.0,0.0,0.09478643179444338,0.0,0.10995226088155426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Turquia Kbsl Feminina,11:30,Bellona Kayseri F,Besiktas F,2.26,1.59,158.5,1.85,1.85,2.5,1.99,1.73,2sK4t3qS,0.4424778761061947,0.6289308176100629,0.5405405405405405,0.5405405405405405,0.07140869371625769,139.85399999999998,30.04143438652689,0.21480568583327536,1.2,1.6431676725154982,1.3693063937629153,147.0,1.652,0.3666333318180441,0.22193300957508724,9.0,116.22400000000002,17.581880729887803,0.15127581850467892,2.4,1.3416407864998738,0.5590169943749475,105.84000000000002,1.304,0.32623611081546444,0.2501810665762764,79.0,84,98,1.75,1.08,0.0,0.0,0.24610989267272038,0.0,0.09884288339166793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Lituânia Lkl,13:50,Gargzdai,Mazeikiai,2.39,1.53,161.5,1.84,1.86,2.5,2.06,1.68,I31CYC3g,0.41841004184100417,0.6535947712418301,0.5434782608695652,0.5376344086021505,0.07200481308283413,322.15,257.642007638506,0.7997579004765049,0.0,0.0,,778.15,4.156000000000001,3.238970515457033,0.7793480547297962,-82.0,170.83600000000004,58.90152824842495,0.34478405165436404,1.2,1.6431676725154982,1.3693063937629153,133.59,2.568,1.1395700943777,0.4437578249134346,-27.0,79,73,9.85,1.83,0.0,0.0,0.3102611386838933,0.007644397634449168,0.14369014804860328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Turquia Tkbl Feminina,08:00,Emlak Konut Gelisim 2 F,Botas 2 F,2.2,1.62,129.5,1.8,1.86,1.5,2.08,1.66,ADQMVoV9,0.45454545454545453,0.6172839506172839,0.5555555555555556,0.5376344086021505,0.07182940516273839,166.786,84.91133540346658,0.5091034943188671,1.2,1.6431676725154982,1.3693063937629153,151.10999999999999,2.5420000000000003,1.6151377650219192,0.6353807100794331,42.0,123.08,54.94763507194828,0.44643837400022973,1.2,1.6431676725154984,1.3693063937629155,113.52,1.8619999999999997,0.9507733694209152,0.5106194250380856,14.0,73,86,2.07,1.32,0.0,0.0,0.2147235251770668,0.023183828891362234,0.15881542679056151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,Brasil Nbb,19:00,Cerrado,Pato,1.65,2.15,149.5,1.83,1.85,-4.5,2.08,1.63,bJQLIHe1,0.6060606060606061,0.46511627906976744,0.5464480874316939,0.5405405405405405,0.07117688513037357,242.324,48.094590964057474,0.19847225600459498,0.6,1.3416407864998738,2.23606797749979,246.4,3.146,0.4125287868743222,0.13112803142858304,-28.0,213.484,167.63233497747385,0.7852220071643488,1.8,1.6431676725154982,0.9128709291752768,115.5,2.7960000000000003,2.259918140110389,0.8082682904543593,9.0,80,77,3.08,1.5,176.00799999999998,268.77799999999996,0.18608073189119673,0.0076859432737668276,0.17153533775414906,1.11,0.22200000000000003,2.9279279279279273,0.0,0.0,0.0,-3.5,-0.7,-1.6428571428571428,0.38834153994638243,0.3,-0.08834153994638244
2024-01-08,Eua Ncaa,21:30,N.Carolina Central,Norfolk State,1.91,1.91,137.5,1.91,1.91,-1.5,1.95,1.71,tWe2qY4M,0.5235602094240838,0.5235602094240838,0.5235602094240838,0.5235602094240838,0.04712041884816753,325.882,267.7410902719267,0.8215890729525616,1.8,1.6431676725154982,0.9128709291752768,128.48,5.566000000000001,6.05154360473425,1.0872338492156395,-5.0,181.994,47.65173323185632,0.26183134186762375,1.2,1.6431676725154984,1.3693063937629155,108.23,2.5980000000000003,0.9857839519894813,0.3794395504193538,2.0,73,79,1.76,1.37,0.0,188.62600000000003,0.0,0.0,0.09273531556544885,0.0,0.0,0.0,0.0,0.0,0.0,0.1299999999999999,0.025999999999999978,35.00000000000003,0.0,0.0,0.0
2024-01-08,Eua Ncaa,22:30,Arkansas-Pine Bluff,Alabama State,2.28,1.67,151.5,1.91,1.91,1.5,2.05,1.71,2Rymrdkc,0.4385964912280702,0.5988023952095809,0.5235602094240838,0.5235602094240838,0.0373988864376511,508.34399999999994,412.20899175054393,0.810885919280141,0.6,1.3416407864998738,2.23606797749979,101.06,6.74,5.447095556349273,0.8081744148886162,-54.0,839.8120000000001,684.8855573889699,0.8155224709684665,0.6,1.3416407864998738,2.23606797749979,61.559999999999995,13.768,11.162442385069676,0.8107526427273152,-58.0,62,54,1.63,1.14,0.0,760.528,0.218397537480402,0.0,0.12788101361884366,0.0,0.0,0.0,0.0,0.0,0.0,-0.4800000000000002,-0.09600000000000004,-6.9791666666666625,0.0,0.0,0.0
2024-01-08,Eua Nba,21:00,Indiana Pacers,Boston Celtics,2.23,1.67,0.0,0.0,0.0,1.5,1.96,1.84,bROec2NE,0.4484304932735426,0.5988023952095809,0.0,0.0,0.04723288848312346,285.12399999999997,77.8130713954924,0.2729095810787321,2.4,1.3416407864998738,0.5590169943749475,238.35999999999999,2.222,0.697007890916595,0.3136849194044082,52.0,167.61399999999998,29.782281309530333,0.17768373351587777,2.4,1.3416407864998738,0.5590169943749475,175.82,1.356,0.27180875629751144,0.20044893532264854,77.0,101,118,2.36,1.49,248.112,205.82600000000002,0.2030665628022906,,0.044659375653887175,0.5200000000000005,0.10400000000000009,11.826923076923066,0.6235242700801776,0.5,-0.12352427008017763,1.1999999999999997,0.23999999999999994,2.791666666666667,0.6595872253465755,0.6,-0.05958722534657557
