Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label,prediction_score
2024-03-07,Eua Nba,00:00,Golden State Warriors,Milwaukee Bucks,1.66,2.31,226.5,1.85,2.09,-3.5,2.01,2.9,zuSHSKh4,0.60240966,0.43290043,0.5405405,0.4784689,0.03531007,0.2,0.0,,,208.528,62.32525,0.29888192,187.364,57.180107,0.30518192,194.25,201.392,203.94,175.15,0.0,0.0,0.0,0.0,0.2315463,0.08614499,0.2563442,-0.43,-0.086,-7.6744184,0.60092497,0.5,-0.10092496,0.46,0.092,14.23913,0.6331831,0.5,-0.1331831,1,1.0
2024-03-07,Eua Nba,00:30,Los Angeles Lakers,Sacramento Kings,1.72,2.2,238.5,1.85,2.09,-2.5,2.01,2.55,r5VPQbNG,0.5813953,0.45454547,0.5405405,0.4784689,0.035940804,0.4,0.8,,,250.116,62.207638,0.24871515,234.42,80.35072,0.34276393,235.136,291.046,238.96,280.5,0.0,0.0,0.0,0.0,0.173169,0.08614499,0.16747266,2.06,0.412,1.7475728,0.5952817,0.7,0.104718275,-0.14,-0.028,-42.857143,0.45662585,0.4,-0.056625836,1,1.0
2024-03-07,Eua Nba,21:30,Dallas Mavericks,Miami Heat,1.39,2.69,227.5,1.82,1.99,-4.5,1.82,3.63,z360Kd0p,0.7194245,0.37174723,0.5494506,0.5025126,0.091171674,0.4,0.2,,,207.36,50.847668,0.24521445,338.942,100.95861,0.297864,210.286,303.894,206.64,415.03,0.0,0.0,0.0,0.0,0.45060727,0.063101396,0.4696746,0.87,0.174,2.2413793,0.5789097,0.7,0.121090285,8.12,1.624,1.0406404,0.41803783,0.7,0.28196216,1,1.0
2024-03-07,Europa Euroliga,14:30,Anadolu Efes,Bayern,1.51,2.64,165.5,1.91,1.91,-4.5,1.91,3.75,EytZCRf4,0.66225165,0.37878788,0.5235602,0.5235602,0.041039534,0.6,0.4,,,146.11,29.206436,0.19989347,163.682,81.242294,0.49634227,154.86,237.832,165.9,286.77,0.0,0.0,0.0,0.0,0.38507503,0.0,0.45974433,1.73,0.346,1.4739884,0.0,0.0,0.0,0.24,0.048,34.166668,0.3425072,0.3,-0.042507224,1,1.0
2024-03-07,Europa Euroliga,15:00,Monaco,Crvena zvezda,1.21,4.67,159.5,1.91,1.91,-10.5,2.0,10.5,tbCVBoAA,0.8264463,0.21413276,0.5235602,0.5235602,0.040579043,0.4,0.4,,,150.85,32.610363,0.21617742,133.49,36.923553,0.27660164,144.826,145.018,114.76,180.18,0.0,0.0,0.0,0.0,0.8321733,0.0,0.9616652,3.11,0.622,0.3376206,0.0,0.0,0.0,-2.65,-0.53,-6.924528,0.5905714,0.5,-0.09057139,1,1.0
2024-03-07,China Wcba Feminina,08:30,Xiamen F,Henan F,1.8,1.92,147.5,1.8,1.86,-3.5,1.95,2.0,d03twXsn,0.5555556,0.5208333,0.5555556,0.53763443,0.07638889,0.0,0.6,,,559.344,237.76,0.42506936,438.02,226.46274,0.5170146,448.284,658.096,452.4,512.24,1.0,0.0,0.0,0.0,0.045619793,0.023183828,0.017901437,-5.0,-1.0,-0.8,0.0,0.0,0.0,-5.0,-1.0,-0.92,0.0,0.0,0.0,1,0.8964
2024-03-07,Eua Ncaa,00:00,Siu Edwardsville,Eastern Illinois,1.67,2.28,142.5,1.8,1.95,-4.5,2.05,3.2,Sb6u9ZHh,0.5988024,0.4385965,0.5555556,0.51282054,0.037398886,0.6,0.8,,,134.52,25.94051,0.19283757,218.026,214.34021,0.9830947,108.546,295.636,91.2,134.0,0.0,0.0,0.0,0.0,0.21839754,0.05656854,0.30978012,0.21,0.042,15.952381,0.748024,0.8,0.051975988,3.78,0.756,1.6931217,0.33910057,0.4,0.06089942,1,1.0
2024-03-07,Eua Ncaa,01:59,Hawaii,CS Northridge,1.3,3.66,145.5,1.8,1.95,-8.5,2.0,7.5,xSIND4wM,0.7692308,0.27322406,0.5555556,0.51282054,0.042454813,0.8,0.6,,,134.726,23.187212,0.17210643,149.962,17.761763,0.11844176,126.932,295.152,121.91,141.7,0.0,0.0,0.0,0.0,0.6728919,0.05656854,0.8187552,1.4,0.28,1.0714285,0.6760669,0.6,-0.076066874,2.3,0.46,5.7826085,0.3577802,0.5,0.1422198,1,1.0
2024-03-07,Lituânia Lkl,13:30,Nevezis,Mazeikiai,1.8,1.92,173.5,1.87,1.79,-1.5,1.92,2.09,U1wF9QVG,0.5555556,0.5208333,0.53475934,0.5586592,0.07638889,1.0,0.0,,,301.804,185.49832,0.6146317,240.488,131.9995,0.5488819,262.632,0.0,307.2,147.84,0.0,0.0,0.0,0.0,0.045619793,0.030911772,0.059954192,5.12,1.024,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-03-07,México Cibacopa,00:15,Frayles de Guasave,Rayos de Hermosillo,1.74,1.99,172.5,1.85,1.85,-2.5,1.95,2.24,6VEOf1BT,0.57471263,0.5025126,0.5405405,0.5405405,0.07722521,0.0,0.0,,,,,,,,,0.0,0.0,120.69,207.5,0.0,0.0,0.0,0.0,0.094786435,0.0,0.09788113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
