Date,Season,Season_Time,Time,Home,Away,Home_Pts,Away_Pts,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
2021-09-11,2021,WNBA,21:00,Dallas Wings F,New York Liberty F,77.0,76.0,1.5,2.7,157.5,1.8,1.95,-5.5,2.0,1.71
2021-09-11,2021,WNBA,23:00,Phoenix Mercury F,Connecticut Sun F,67.0,76.0,2.4,1.62,148.0,1.8,1.95,2.5,2.0,1.71
2021-09-12,2021,WNBA,16:00,Chicago Sky F,Washington Mystics F,71.0,79.0,1.25,4.1,166.0,1.8,1.99,-10.0,1.96,1.84
2021-09-12,2021,WNBA,20:00,Minnesota Lynx F,Indiana Fever F,90.0,80.0,1.14,6.0,158.0,1.82,2.01,-12.0,1.99,1.84
2021-09-12,2021,WNBA,22:00,Los Angeles Sparks F,Seattle Storm F,81.0,53.0,3.35,1.34,151.0,1.83,1.97,5.5,1.98,1.83
2021-09-13,2021,WNBA,16:00,Las Vegas Aces F,Dallas Wings F,85.0,75.0,0.0,0.0,159.5,1.9,1.9,-11.0,1.96,1.88
2021-09-14,2021,WNBA,20:00,Atlanta Dream F,Indiana Fever F,85.0,78.0,1.58,2.5,153.5,1.9,1.9,-4.5,1.99,1.82
2021-09-15,2021,WNBA,20:00,Connecticut Sun F,New York Liberty F,98.0,69.0,1.12,6.5,146.5,1.82,1.99,-13.0,1.9,1.9
2021-09-16,2021,WNBA,20:00,Atlanta Dream F,Los Angeles Sparks F,68.0,74.0,2.15,1.74,146.0,1.82,1.97,1.0,1.9,1.9
2021-09-17,2021,WNBA,23:00,Seattle Storm F,Phoenix Mercury F,94.0,85.0,2.3,1.66,156.0,1.8,2.01,-3.0,1.9,1.9
2021-09-17,2021,WNBA,20:00,New York Liberty F,Washington Mystics F,91.0,80.0,2.05,1.8,161.5,1.9,1.9,-1.5,1.95,1.86
2021-09-17,2021,WNBA,20:00,Indiana Fever F,Minnesota Lynx F,73.0,92.0,0.0,0.0,160.0,1.9,1.9,9.0,1.99,1.82
2021-09-17,2021,WNBA,21:00,Chicago Sky F,Las Vegas Aces F,70.0,103.0,2.5,1.58,169.0,1.9,1.9,2.5,1.9,1.9
2021-09-19,2021,WNBA,14:00,Connecticut Sun F,Atlanta Dream F,84.0,64.0,1.11,7.0,148.5,1.84,1.99,-13.5,1.95,1.87
2021-09-19,2021,WNBA,16:00,Washington Mystics F,Minnesota Lynx F,77.0,83.0,2.8,1.45,162.5,1.9,1.9,5.0,1.9,1.9
2021-09-19,2021,WNBA,16:00,Phoenix Mercury F,Las Vegas Aces F,83.0,84.0,2.45,1.6,167.0,1.82,1.97,3.0,1.97,1.85
2021-09-19,2021,WNBA,18:00,Dallas Wings F,Los Angeles Sparks F,87.0,84.0,1.62,2.4,146.5,1.83,1.98,-4.5,1.9,1.9
2021-09-19,2021,WNBA,19:00,Chicago Sky F,Indiana Fever F,98.0,87.0,1.15,5.75,164.5,1.9,1.9,-13.0,2.0,1.83
2021-09-23,2021,WNBA - PLAYOFFS - OITAVAS DE FINAL,21:00,Chicago Sky F,Dallas Wings F,81.0,64.0,1.44,2.85,164.5,1.9,1.9,-5.5,1.97,1.85
2021-09-23,2021,WNBA - PLAYOFFS - OITAVAS DE FINAL,23:00,Phoenix Mercury F,New York Liberty F,83.0,82.0,1.19,5.0,163.5,1.9,1.9,-11.0,1.95,1.85
2021-09-26,2021,WNBA - PLAYOFFS - QUARTAS DE FINAL,16:00,Seattle Storm F,Phoenix Mercury F,80.0,85.0,2.55,1.57,158.5,1.83,1.95,3.0,1.95,1.86
2021-09-26,2021,WNBA - PLAYOFFS - QUARTAS DE FINAL,18:00,Minnesota Lynx F,Chicago Sky F,76.0,89.0,1.52,2.67,165.0,1.83,2.0,-4.5,1.97,1.87
2021-09-28,2021,WNBA - PLAYOFFS - SEMIFINAIS,23:00,Las Vegas Aces F,Phoenix Mercury F,96.0,90.0,1.34,3.35,168.0,1.82,1.97,-7.0,1.98,1.88
2021-09-28,2021,WNBA - PLAYOFFS - SEMIFINAIS,21:00,Connecticut Sun F,Chicago Sky F,95.0,101.0,1.29,3.7,152.5,1.9,1.9,-8.0,1.99,1.87
2021-09-30,2021,WNBA - PLAYOFFS - SEMIFINAIS,21:00,Connecticut Sun F,Chicago Sky F,79.0,68.0,1.28,3.75,154.5,1.83,2.0,-8.0,1.9,1.9
2021-09-30,2021,WNBA - PLAYOFFS - SEMIFINAIS,23:00,Las Vegas Aces F,Phoenix Mercury F,91.0,117.0,1.38,3.15,169.5,1.8,2.04,-7.0,1.9,1.9
2021-10-03,2021,WNBA - PLAYOFFS - SEMIFINAIS,14:00,Chicago Sky F,Connecticut Sun F,86.0,83.0,2.65,1.54,152.5,1.83,2.0,2.5,1.95,1.86
2021-10-03,2021,WNBA - PLAYOFFS - SEMIFINAIS,16:00,Phoenix Mercury F,Las Vegas Aces F,87.0,60.0,2.05,1.8,169.5,1.9,1.9,1.0,1.95,1.86
2021-10-06,2021,WNBA - PLAYOFFS - SEMIFINAIS,21:00,Chicago Sky F,Connecticut Sun F,79.0,69.0,2.6,1.55,154.5,1.9,1.9,-4.0,1.86,1.95
2021-10-06,2021,WNBA - PLAYOFFS - SEMIFINAIS,23:00,Phoenix Mercury F,Las Vegas Aces F,76.0,93.0,1.83,2.0,171.0,1.9,1.9,-2.0,2.0,1.77
2021-10-08,2021,WNBA - PLAYOFFS - SEMIFINAIS,22:00,Las Vegas Aces F,Phoenix Mercury F,84.0,87.0,1.42,2.95,168.0,1.83,1.98,-5.5,1.95,1.86
2021-10-10,2021,WNBA - PLAYOFFS - FINAL,16:00,Phoenix Mercury F,Chicago Sky F,77.0,91.0,1.66,2.3,166.5,1.9,1.9,-4.0,2.0,1.71
2021-10-13,2021,WNBA - PLAYOFFS - FINAL,22:00,Phoenix Mercury F,Chicago Sky F,91.0,86.0,1.5,2.7,167.5,1.82,2.01,-5.0,2.0,1.85
2021-10-15,2021,WNBA - PLAYOFFS - FINAL,22:00,Chicago Sky F,Phoenix Mercury F,86.0,50.0,1.64,2.35,164.0,1.8,2.01,-3.5,1.98,1.86
2021-10-17,2021,WNBA - PLAYOFFS - FINAL,16:00,Chicago Sky F,Phoenix Mercury F,80.0,74.0,1.5,2.7,162.5,1.8,2.04,-5.0,1.99,1.87
