Date,Season,Season_Time,Time,Home,Away,Home_Pts,Away_Pts,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A
2022-06-17,2022,WNBA,21:00,Chicago Sky F,Atlanta Dream F,106.0,100.0,1.28,3.75,155.5,1.9,1.9,-10.0,1.9,1.9
2022-06-17,2022,WNBA,21:00,Dallas Wings F,Phoenix Mercury F,93.0,88.0,1.5,2.7,168.5,1.83,1.97,-5.0,1.9,1.9
2022-06-17,2022,WNBA,20:00,Connecticut Sun F,Seattle Storm F,82.0,71.0,0.0,0.0,159.5,1.9,1.9,-8.0,1.9,1.9
2022-06-19,2022,WNBA,13:00,New York Liberty F,Seattle Storm F,72.0,81.0,2.35,1.64,153.5,1.9,1.9,1.0,1.9,1.9
2022-06-19,2022,WNBA,15:00,Washington Mystics F,Connecticut Sun F,71.0,63.0,2.45,1.6,154.5,1.9,1.9,2.0,1.9,1.9
2022-06-19,2022,WNBA,16:00,Indiana Fever F,Chicago Sky F,89.0,87.0,3.9,1.27,170.5,1.81,1.98,7.0,1.9,1.9
2022-06-19,2022,WNBA,17:00,Dallas Wings F,Los Angeles Sparks F,92.0,82.0,1.54,2.65,164.5,1.9,1.9,-4.5,1.96,1.86
2022-06-19,2022,WNBA,19:00,Las Vegas Aces F,Minnesota Lynx F,96.0,95.0,1.06,10.5,171.0,1.83,1.98,-15.5,1.9,1.9
2022-06-21,2022,WNBA,20:00,Atlanta Dream F,Dallas Wings F,80.0,75.0,2.55,1.57,162.5,1.9,1.9,3.0,2.0,1.81
2022-06-21,2022,WNBA,23:00,Phoenix Mercury F,Minnesota Lynx F,71.0,84.0,1.43,2.9,166.5,1.9,1.9,-6.5,2.0,1.83
2022-06-21,2022,WNBA,23:00,Las Vegas Aces F,Chicago Sky F,95.0,104.0,1.23,4.25,174.0,1.8,1.99,-10.5,1.9,1.9
2022-06-21,2022,WNBA,23:30,Los Angeles Sparks F,Washington Mystics F,84.0,82.0,2.2,1.71,160.0,1.82,1.99,2.0,1.95,1.89
2022-06-22,2022,WNBA,20:00,Connecticut Sun F,New York Liberty F,77.0,81.0,1.19,5.0,157.5,1.9,1.9,-10.5,1.9,1.9
2022-06-23,2022,WNBA,21:00,Minnesota Lynx F,Phoenix Mercury F,100.0,88.0,1.71,2.2,165.0,1.9,1.9,-3.5,1.99,1.77
2022-06-23,2022,WNBA,21:00,Dallas Wings F,Indiana Fever F,94.0,68.0,1.23,4.25,166.5,1.9,1.9,-10.0,2.0,1.71
2022-06-23,2022,WNBA,23:00,Seattle Storm F,Washington Mystics F,85.0,71.0,0.0,0.0,152.0,1.9,1.9,-5.5,2.0,1.71
2022-06-23,2022,WNBA,23:30,Los Angeles Sparks F,Chicago Sky F,59.0,82.0,0.0,0.0,169.5,1.9,1.9,3.5,2.0,1.71
2022-06-24,2022,WNBA,20:30,Atlanta Dream F,New York Liberty F,77.0,89.0,0.0,0.0,155.0,1.9,1.9,-2.0,1.9,1.9
2022-06-25,2022,WNBA,22:00,Seattle Storm F,Los Angeles Sparks F,77.0,85.0,1.27,3.8,159.0,1.82,2.01,-10.0,1.9,1.9
2022-06-25,2022,WNBA,23:00,Las Vegas Aces F,Washington Mystics F,86.0,87.0,1.2,4.75,167.0,1.9,1.9,-10.0,2.0,1.81
2022-06-25,2022,WNBA,21:00,Dallas Wings F,Phoenix Mercury F,72.0,83.0,1.35,3.3,167.5,1.8,2.01,-7.5,1.9,1.9
2022-06-26,2022,WNBA,16:00,Atlanta Dream F,Connecticut Sun F,61.0,72.0,3.9,1.27,160.5,1.9,1.9,8.0,1.95,1.86
2022-06-26,2022,WNBA,19:00,Chicago Sky F,Minnesota Lynx F,88.0,85.0,1.4,3.1,169.0,1.83,1.98,-7.0,1.9,1.9
2022-06-27,2022,WNBA,23:00,Phoenix Mercury F,Indiana Fever F,83.0,71.0,1.32,3.5,163.5,1.9,1.9,-7.5,1.96,1.86
2022-06-27,2022,WNBA,23:30,Los Angeles Sparks F,Las Vegas Aces F,73.0,79.0,3.8,1.27,174.0,1.81,2.02,6.0,1.9,1.9
2022-06-28,2022,WNBA,20:00,Washington Mystics F,Atlanta Dream F,92.0,74.0,1.3,3.65,152.5,1.82,1.99,-8.0,1.9,1.9
2022-06-28,2022,WNBA,21:00,Minnesota Lynx F,Dallas Wings F,92.0,64.0,1.66,2.3,163.5,1.83,1.97,-3.5,1.99,1.82
2022-06-29,2022,WNBA,13:00,Chicago Sky F,Connecticut Sun F,91.0,83.0,1.74,2.15,164.0,1.83,1.98,-4.0,1.9,1.9
2022-06-29,2022,WNBA,23:00,Seattle Storm F,Las Vegas Aces F,88.0,78.0,0.0,0.0,164.0,1.9,1.9,-2.0,1.9,1.9
2022-06-29,2022,WNBA,23:00,Phoenix Mercury F,Indiana Fever F,99.0,78.0,1.32,3.45,165.5,1.9,1.9,-7.5,1.9,1.9
2022-06-30,2022,WNBA,20:00,New York Liberty F,Atlanta Dream F,81.0,92.0,1.43,2.9,158.5,1.82,1.99,-6.0,2.0,1.85
2022-07-01,2022,WNBA,21:00,Minnesota Lynx F,Las Vegas Aces F,85.0,91.0,2.67,1.52,173.5,1.9,1.9,4.0,1.9,1.9
2022-07-01,2022,WNBA,23:00,Seattle Storm F,Indiana Fever F,73.0,57.0,1.11,7.0,159.5,1.9,1.9,-14.0,1.96,1.84
2022-07-01,2022,WNBA,21:00,Dallas Wings F,Los Angeles Sparks F,89.0,97.0,1.5,2.7,164.0,1.9,1.9,-5.5,2.0,1.81
2022-07-02,2022,WNBA,14:00,Chicago Sky F,Phoenix Mercury F,91.0,75.0,1.23,4.25,167.0,1.8,1.99,-9.5,1.9,1.9
2022-07-03,2022,WNBA,14:00,Connecticut Sun F,Washington Mystics F,74.0,72.0,0.0,0.0,156.5,1.83,1.95,-8.5,2.0,1.81
2022-07-03,2022,WNBA,16:00,Atlanta Dream F,Seattle Storm F,90.0,76.0,2.9,1.43,153.5,1.81,2.0,4.5,1.9,1.9
2022-07-03,2022,WNBA,19:00,Los Angeles Sparks F,New York Liberty F,84.0,74.0,1.57,2.55,161.5,1.9,1.9,-4.5,2.0,1.83
2022-07-03,2022,WNBA,20:00,Minnesota Lynx F,Las Vegas Aces F,102.0,71.0,2.75,1.47,172.0,1.83,1.97,4.5,2.0,1.81
2022-07-04,2022,WNBA,20:00,Los Angeles Sparks F,Phoenix Mercury F,78.0,75.0,2.0,1.83,165.5,1.9,1.9,1.0,1.9,1.9
2022-07-05,2022,WNBA,20:00,Indiana Fever F,Seattle Storm F,73.0,95.0,5.75,1.15,156.5,1.9,1.9,9.5,1.9,1.9
2022-07-05,2022,WNBA,21:00,Dallas Wings F,Connecticut Sun F,82.0,71.0,2.75,1.47,161.5,1.81,1.98,4.5,1.94,1.88
2022-07-06,2022,WNBA,14:00,Minnesota Lynx F,Chicago Sky F,81.0,78.0,2.05,1.8,167.0,1.83,1.95,1.5,1.95,1.86
2022-07-06,2022,WNBA,21:00,Atlanta Dream F,Washington Mystics F,66.0,85.0,2.7,1.5,155.5,1.8,2.01,4.5,1.99,1.83
2022-07-06,2022,WNBA,23:00,Las Vegas Aces F,New York Liberty F,107.0,116.0,1.16,5.5,168.0,1.83,2.0,-11.5,1.9,1.9
2022-07-07,2022,WNBA,23:30,Los Angeles Sparks F,Seattle Storm F,69.0,106.0,2.7,1.5,160.0,1.8,2.01,4.0,1.98,1.83
2022-07-07,2022,WNBA,20:00,Indiana Fever F,Chicago Sky F,84.0,93.0,4.5,1.22,167.0,1.9,1.9,9.0,1.9,1.9
2022-07-07,2022,WNBA,23:00,Phoenix Mercury F,New York Liberty F,84.0,81.0,1.54,2.65,163.5,1.9,1.9,-5.5,1.9,1.9
2022-07-12,2022,WNBA,16:00,Seattle Storm F,Dallas Wings F,83.0,74.0,0.0,0.0,159.5,1.81,2.0,-10.0,1.98,1.83
2022-07-12,2022,WNBA,20:00,New York Liberty F,Las Vegas Aces F,101.0,107.0,3.3,1.35,172.5,1.9,1.9,6.0,2.0,1.81
2022-07-12,2022,WNBA,21:00,Minnesota Lynx F,Phoenix Mercury F,118.0,107.0,1.31,3.55,161.5,1.9,1.9,-8.0,1.9,1.9
2022-07-12,2022,WNBA,21:00,Chicago Sky F,Atlanta Dream F,90.0,75.0,1.22,4.5,162.5,1.8,2.01,-9.0,1.9,1.9
2022-07-12,2022,WNBA,23:30,Los Angeles Sparks F,Washington Mystics F,81.0,94.0,3.1,1.4,156.5,1.8,1.97,4.0,1.9,1.9
2022-07-13,2022,WNBA,13:00,Indiana Fever F,Connecticut Sun F,81.0,89.0,4.75,1.2,160.5,1.82,1.97,8.5,1.9,1.9
2022-07-14,2022,WNBA,12:00,New York Liberty F,Las Vegas Aces F,74.0,108.0,3.2,1.37,172.0,1.9,1.9,5.5,2.0,1.83
2022-07-14,2022,WNBA,21:00,Minnesota Lynx F,Dallas Wings F,87.0,92.0,1.5,2.7,164.5,1.83,1.98,-6.5,1.9,1.9
2022-07-14,2022,WNBA,23:00,Phoenix Mercury F,Washington Mystics F,80.0,75.0,2.7,1.5,158.5,1.83,1.95,2.0,1.9,1.9
2022-07-14,2022,WNBA,23:30,Los Angeles Sparks F,Chicago Sky F,68.0,80.0,3.0,1.41,164.5,1.9,1.9,4.5,1.95,1.86
2022-07-15,2022,WNBA,20:00,Indiana Fever F,Minnesota Lynx F,77.0,87.0,2.5,1.58,164.5,1.9,1.9,3.0,1.95,1.86
2022-07-15,2022,WNBA,20:30,Atlanta Dream F,Connecticut Sun F,68.0,93.0,3.75,1.28,154.0,1.81,1.98,7.0,1.9,1.9
2022-07-16,2022,WNBA,21:00,Dallas Wings F,Chicago Sky F,81.0,89.0,0.0,0.0,168.5,1.8,1.95,3.5,2.0,1.71
2022-07-17,2022,WNBA,19:00,Phoenix Mercury F,Atlanta Dream F,75.0,85.0,1.38,3.15,159.5,1.9,1.9,-6.5,1.9,1.9
2022-07-17,2022,WNBA,14:00,Connecticut Sun F,Las Vegas Aces F,83.0,91.0,0.0,0.0,168.5,1.83,1.83,1.0,1.9,1.9
2022-07-17,2022,WNBA,16:00,Washington Mystics F,Minnesota Lynx F,70.0,57.0,1.47,2.75,160.5,1.9,1.9,-5.5,1.99,1.84
2022-07-17,2022,WNBA,19:00,Seattle Storm F,Indiana Fever F,81.0,65.0,0.0,0.0,158.5,1.9,1.9,-14.5,1.96,1.88
2022-07-19,2022,WNBA,12:30,Connecticut Sun F,New York Liberty F,82.0,63.0,1.41,3.0,160.5,1.8,2.04,-9.0,1.9,1.9
2022-07-19,2022,WNBA,23:00,Las Vegas Aces F,Atlanta Dream F,76.0,92.0,1.11,7.0,169.5,1.9,1.9,-14.5,1.9,1.9
2022-07-19,2022,WNBA,23:30,Los Angeles Sparks F,Indiana Fever F,86.0,79.0,1.23,4.25,161.5,1.81,1.98,-9.0,1.9,1.9
2022-07-20,2022,WNBA,13:00,Chicago Sky F,Seattle Storm F,78.0,74.0,1.71,2.2,158.5,1.82,1.99,-3.0,1.9,1.9
2022-07-21,2022,WNBA,12:30,Washington Mystics F,New York Liberty F,78.0,69.0,1.26,4.0,156.5,1.9,1.9,-8.5,1.97,1.85
2022-07-21,2022,WNBA,16:30,Los Angeles Sparks F,Atlanta Dream F,85.0,78.0,1.71,2.2,158.5,1.9,1.9,-2.5,1.9,1.9
2022-07-21,2022,WNBA,23:00,Las Vegas Aces F,Indiana Fever F,90.0,77.0,1.05,12.0,174.0,1.9,1.9,-17.5,1.96,1.86
2022-07-22,2022,WNBA,21:00,Minnesota Lynx F,Connecticut Sun F,84.0,94.0,1.76,2.1,158.5,1.83,1.95,-2.0,2.0,1.83
2022-07-22,2022,WNBA,21:00,Chicago Sky F,Dallas Wings F,89.0,83.0,1.3,3.65,163.5,1.82,1.99,-8.0,1.9,1.9
2022-07-22,2022,WNBA,23:00,Phoenix Mercury F,Seattle Storm F,94.0,78.0,3.15,1.38,159.5,1.82,1.99,5.0,1.99,1.84
2022-07-23,2022,WNBA,23:00,Las Vegas Aces F,Los Angeles Sparks F,84.0,66.0,1.19,5.0,172.5,1.9,1.9,-10.5,1.98,1.83
2022-07-23,2022,WNBA,20:00,New York Liberty F,Chicago Sky F,83.0,80.0,0.0,0.0,163.0,1.9,1.9,3.0,2.0,1.71
2022-07-24,2022,WNBA,16:00,Indiana Fever F,Dallas Wings F,86.0,96.0,3.25,1.36,161.5,1.9,1.9,6.0,1.95,1.86
2022-07-24,2022,WNBA,19:00,Seattle Storm F,Atlanta Dream F,82.0,72.0,1.31,3.6,156.5,1.9,1.9,-8.0,1.97,1.85
2022-07-24,2022,WNBA,20:00,Minnesota Lynx F,Connecticut Sun F,79.0,86.0,2.8,1.45,163.5,1.9,1.9,1.5,1.95,1.86
2022-07-28,2022,WNBA,20:00,Connecticut Sun F,Seattle Storm F,88.0,83.0,1.64,2.35,158.0,1.83,1.97,-4.0,1.99,1.82
2022-07-28,2022,WNBA,20:00,Atlanta Dream F,Minnesota Lynx F,85.0,92.0,1.83,2.0,159.5,1.81,1.98,-2.5,1.9,1.9
2022-07-28,2022,WNBA,21:00,Dallas Wings F,Washington Mystics F,77.0,87.0,1.76,2.1,157.0,1.85,1.95,-2.5,1.98,1.83
2022-07-28,2022,WNBA,23:00,Phoenix Mercury F,Los Angeles Sparks F,90.0,80.0,1.54,2.65,164.0,1.9,1.9,-5.5,1.97,1.83
2022-07-29,2022,WNBA,20:00,Indiana Fever F,Las Vegas Aces F,72.0,93.0,10.0,1.06,173.5,1.9,1.9,13.5,1.9,1.9
2022-07-29,2022,WNBA,21:00,Chicago Sky F,New York Liberty F,89.0,81.0,1.23,4.25,164.5,1.9,1.9,-10.0,1.9,1.9
