Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,Zebra,Odds,prediction_label,prediction_score
2023-11-12,Espanha Acb,08:30,Obradoiro CAB,Baskonia,2.38,1.62,163.5,1.83,1.93,2.5,1.99,1.78,WIyFaLIp,0.42016807,0.61728394,0.5464481,0.5181347,0.037452016,0.0,0.0,,,,,,196.564,91.76915,0.4668665,0.0,0.0,0.0,324.75,0.0,0.0,0.0,0.0,0.26870057,0.037612062,0.07877582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,1.99,1,0.5299
2023-11-12,Espanha Acb,09:00,Gran Canaria,Granada,1.23,4.44,167.5,1.84,1.94,-10.5,2.06,1.71,pMuJbuYj,0.8130081,0.22522523,0.54347825,0.5154639,0.038233355,0.0,0.0,,,142.658,78.60701,0.5510172,,,,0.0,0.0,95.04,302.4,0.0,0.0,0.0,0.0,0.80063945,0.037413057,0.13129304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.7215
2023-11-12,Espanha Acb,13:00,Bilbao,Real Madrid,4.42,1.23,165.5,1.88,1.88,8.5,2.0,1.76,bPT0NOAi,0.22624435,0.8130081,0.5319149,0.5319149,0.039252475,0.0,0.0,,,,,,102.532,14.232311,0.13880847,0.0,0.0,87.4,92.13,0.0,0.0,1.0,1.0,0.79846746,0.0,0.09026895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.0,1,0.9774
2023-11-12,Espanha Acb,13:00,Valencia,Zaragoza,1.31,3.63,158.5,1.85,1.91,-9.5,2.08,1.7,xGS4MrQc,0.7633588,0.2754821,0.5405405,0.5235602,0.03884087,0.0,0.0,,,130.144,32.95175,0.25319454,,,,0.0,0.0,96.38,0.0,0.0,0.0,0.0,0.0,0.6641651,0.022567237,0.14216962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.7,1,0.6973
2023-11-12,Itália Liga A,13:00,Scafati,Milano,4.0,1.26,158.5,1.85,1.89,7.5,2.05,1.72,4SZEgFyB,0.25,0.7936508,0.5405405,0.52910054,0.043650795,0.0,0.0,,,,,,113.638,17.838392,0.15697558,0.0,0.0,156.8,102.66,0.0,0.0,0.0,0.0,0.7366816,0.015125278,0.12379058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.05,1,0.9093
2023-11-12,Itália Liga A,15:00,Reggiana,Pistoia,1.3,3.65,164.5,1.86,1.9,-9.5,2.1,1.67,rijPkx0d,0.7692308,0.2739726,0.53763443,0.5263158,0.043203373,0.0,0.0,,,,,,,,,0.0,0.0,109.8,226.2,0.0,0.0,0.0,0.0,0.6713943,0.015044825,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.9101
2023-11-12,Alemanha Bbl,11:30,Alba Berlin,Braunschweig,1.06,9.8,174.5,1.85,1.93,-16.5,2.04,1.71,nJZRy2l9,0.9433962,0.10204082,0.5405405,0.5181347,0.04543704,0.0,0.0,,,212.002,90.76654,0.42814,,,,0.0,0.0,222.7,193.8,0.0,0.0,0.0,0.0,1.1381423,0.029930446,0.124450795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.8904
2023-11-12,Alemanha Bbl,11:30,Bamberg,Ludwigsburg,2.51,1.55,174.5,1.81,1.94,2.5,2.08,1.7,hdzOxrZ2,0.3984064,0.6451613,0.5524862,0.5154639,0.043567665,0.0,0.0,,,,,,165.424,108.061966,0.65324235,0.0,0.0,0.0,356.4,0.0,0.0,0.0,0.0,0.33439532,0.04902607,0.14216962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.08,1,0.6269
2023-11-12,Alemanha Bbl,14:30,Tubingen,Chemnitz,3.25,1.36,167.5,1.86,1.9,5.5,2.02,1.73,GrDCTSXL,0.30769232,0.7352941,0.53763443,0.5263158,0.042986427,0.0,0.0,,,,,,,,,0.0,0.0,688.5,110.88,1.0,0.0,0.0,0.0,0.5797969,0.015044825,0.10936585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.02,1,0.9853
2023-11-12,Alemanha Pro A,11:00,Frankfurt,G. Dusseldorf,1.03,9.85,156.5,1.83,1.83,-18.5,1.95,1.72,dMdSh9KU,0.9708738,0.10152284,0.5464481,0.5464481,0.07239663,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1464489,0.0,0.088629186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.7833
2023-11-12,Áustria Superliga,15:15,Oberwart,Vienna,2.85,1.41,155.5,1.88,1.88,4.5,2.06,1.68,YJRMQNTq,0.3508772,0.7092199,0.5319149,0.5319149,0.06009705,0.0,0.0,,,,,,,,,0.0,0.0,0.0,133.56,0.0,0.0,0.0,0.0,0.47804403,0.0,0.14369015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.06,1,0.9995
2023-11-12,Bósnia E Herzegovina Prvenstvo Bih,15:00,Mrkonjic Grad,Sloboda,3.4,1.28,167.5,1.83,1.83,6.5,2.05,1.68,ranVO00J,0.29411766,0.78125,0.5464481,0.5464481,0.075367644,0.0,0.0,,,,,,,,,0.0,0.0,0.0,138.18,0.0,0.0,0.0,0.0,0.64062667,0.0,0.14028391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.05,1,0.6658
2023-11-12,China Cba,08:35,Fujian,Jilin,1.46,2.7,210.5,1.87,1.87,-6.5,2.04,1.73,2mun8KQC,0.6849315,0.37037036,0.53475934,0.53475934,0.05530188,0.0,0.0,,,278.312,118.68559,0.426448,304.648,205.56337,0.674757,0.0,0.0,335.5,387.24,0.0,0.0,0.0,0.0,0.42154443,0.0,0.11628812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.73,1,0.6032
2023-11-12,China Cba,08:35,Liaoning,Beijing,1.25,3.91,195.5,1.87,1.87,-10.5,1.97,1.78,SQWXVNIJ,0.8,0.25575447,0.53475934,0.53475934,0.055754475,0.0,0.0,,,156.094,37.267006,0.2387472,127.672,24.545443,0.19225392,0.0,0.0,114.48,109.6,0.0,0.0,0.0,0.0,0.7290326,0.0,0.071653485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.78,1,0.7483
2023-11-12,China Cba,08:35,Nanjing Tongxi,Guangdong,3.42,1.31,204.5,1.87,1.89,6.5,2.05,1.72,CbnZAMtf,0.29239765,0.7633588,0.53475934,0.52910054,0.05575644,0.0,0.6,,,341.384,246.7158,0.72269297,129.892,31.124327,0.23961696,0.0,173.016,117.37,119.68,0.0,0.0,0.0,0.0,0.6308648,0.0075224126,0.12379058,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.072,4.3055553,0.0,0.0,0.0,Casa,2.05,1,0.9657
2023-11-12,China Cba,08:35,Shandong,Shenzhen,2.43,1.55,195.5,1.81,1.94,2.5,2.06,1.71,tYjwAtd0,0.41152263,0.6451613,0.5524862,0.5154639,0.056683924,0.0,0.0,,,220.144,92.17048,0.4186827,166.336,51.581593,0.31010482,0.0,0.0,349.44,248.92,1.0,0.0,0.0,0.0,0.31269044,0.04902607,0.13129304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.06,1,0.6072
2023-11-12,China Cba,08:35,Shanxi Zhongyu,Zhejiang Guangsha,2.49,1.53,210.5,1.85,1.98,3.5,1.97,1.78,ENrj7vtJ,0.40160644,0.6535948,0.5405405,0.5050505,0.055201195,0.0,0.0,,,251.404,67.55937,0.26872832,137.518,31.397177,0.22831322,0.0,0.0,182.04,125.46,0.0,0.0,0.0,0.0,0.33772263,0.048002027,0.071653485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,1.97,1,0.9705
2023-11-12,Coreia Do Sul Kbl,02:00,Wonju DB,Seoul Knights,1.4,2.93,169.5,1.93,1.89,-7.5,2.09,1.66,tvOjetfF,0.71428573,0.34129694,0.5181347,0.52910054,0.055582643,0.0,0.0,,,135.462,15.93601,0.117641926,119.162,8.639296,0.07250042,0.0,0.0,125.96,113.16,0.0,0.0,0.0,0.0,0.49971056,0.014808519,0.16216315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.66,1,0.9998
2023-11-12,Coreia Do Sul Kbl,04:00,Goyang Sono,KCC Egis,2.67,1.47,172.5,1.91,1.91,3.5,2.06,1.68,nyRbgKOR,0.37453184,0.6802721,0.5235602,0.5235602,0.054803945,0.0,0.0,,,230.03,65.44555,0.28450873,,,,0.0,0.0,336.6,168.0,0.0,0.0,0.0,0.0,0.40991697,0.0,0.14369015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.06,1,1.0
2023-11-12,Espanha Leb Ouro,15:30,Lleida,Castello,1.39,2.93,160.5,1.88,1.88,-7.5,2.09,1.66,zZj4Sgr0,0.7194245,0.34129694,0.5319149,0.5319149,0.06072139,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504141,0.0,0.16216315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.66,1,0.9925
2023-11-12,Eua Ncaa,00:00,Depaul,Long Beach State,1.83,1.91,157.5,1.83,1.83,-1.5,1.83,1.83,jwwlBP0c,0.5464481,0.5235602,0.5464481,0.5464481,0.0700083,0.0,0.0,,,,,,,,,0.0,0.0,84.36,123.37,0.0,0.0,1.0,0.0,0.030250557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.83,1,0.6385
2023-11-12,Eua Ncaa,16:00,North Dakota,Elon,1.49,2.74,155.5,1.91,1.91,-6.5,2.05,1.71,xG0Pzg1m,0.67114097,0.3649635,0.5235602,0.5235602,0.036104444,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4179118,0.0,0.12788102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.9994
2023-11-12,Eua Ncaa,18:00,James Madison,Howard,1.11,7.2,168.5,1.91,1.91,-13.5,2.1,1.67,fsbf5bMq,0.9009009,0.1388889,0.5235602,0.5235602,0.03978979,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0364093,0.0,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.9984
2023-11-12,Filipinas Copa Commissioners,04:00,NorthPort,Rain Or Shine Paint.,2.6,1.48,204.5,1.87,1.87,3.5,2.06,1.68,xCGQderJ,0.3846154,0.6756757,0.53475934,0.53475934,0.06029106,0.0,0.0,,,,,,,,,0.0,0.0,0.0,234.6,0.0,0.0,0.0,0.0,0.38821548,0.0,0.14369015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.06,1,0.9957
2023-11-12,Filipinas Copa Commissioners,07:15,Phoenix Fuelmasters,Magnolia Hotshots,3.08,1.36,204.5,1.86,1.88,5.5,2.07,1.67,jF48LvLJ,0.32467532,0.7352941,0.53763443,0.5319149,0.059969444,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478485,0.007562639,0.15125279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.07,1,0.9942
2023-11-12,França Lnb,15:00,Cholet,Paris,2.61,1.51,160.5,1.81,1.98,3.5,2.0,1.76,8670dhzb,0.38314176,0.66225165,0.5524862,0.5050505,0.04539342,0.0,0.0,,,170.24,90.10614,0.5292889,131.638,44.21683,0.33589718,0.0,0.0,106.4,152.64,0.0,0.0,0.0,0.0,0.3775813,0.063434385,0.09026895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.0,1,0.6801
