Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,Zebra,Odds,prediction_label,prediction_score
2023-11-12,Espanha Acb,09:00,Gran Canaria,Granada,1.23,4.44,167.5,1.84,1.94,-10.5,2.06,1.71,pMuJbuYj,0.8130081,0.22522523,0.54347825,0.5154639,0.038233355,0.0,0.0,,,142.658,78.60701,0.5510172,,,,0.0,0.0,95.04,302.4,0.0,0.0,0.0,0.0,0.80063945,0.037413057,0.13129304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.61
2023-11-12,Espanha Acb,13:00,Bilbao,Real Madrid,4.42,1.23,165.5,1.88,1.88,8.5,2.0,1.76,bPT0NOAi,0.22624435,0.8130081,0.5319149,0.5319149,0.039252475,0.0,0.0,,,,,,102.532,14.232311,0.13880847,0.0,0.0,87.4,92.13,0.0,0.0,1.0,1.0,0.79846746,0.0,0.09026895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,2.0,1,0.7
2023-11-12,Espanha Acb,13:00,Valencia,Zaragoza,1.31,3.63,158.5,1.85,1.91,-9.5,2.08,1.7,xGS4MrQc,0.7633588,0.2754821,0.5405405,0.5235602,0.03884087,0.0,0.0,,,130.144,32.95175,0.25319454,,,,0.0,0.0,96.38,0.0,0.0,0.0,0.0,0.0,0.6641651,0.022567237,0.14216962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.7,1,0.72
2023-11-12,Espanha Acb,14:30,Barcelona,Tenerife,1.23,4.44,159.5,1.8,1.99,-11.5,2.07,1.69,ImuA3qx9,0.8130081,0.22522523,0.5555556,0.5025126,0.038233355,0.0,0.0,,,121.106,43.624912,0.36022088,146.21,66.25007,0.45311582,0.0,0.0,105.78,192.7,0.0,0.0,0.0,0.0,0.80063945,0.07089725,0.14292584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.69,1,0.64
2023-11-12,Eua Nba,20:00,Philadelphia 76ers,Indiana Pacers,1.41,3.27,236.5,1.83,2.04,-7.5,2.1,1.83,bPquy8Ck,0.7092199,0.3058104,0.5464481,0.49019608,0.015030256,0.2,0.6,,,175.852,32.9891,0.18759583,236.238,57.746494,0.24444203,189.404,622.3,227.9,598.0,0.0,1.0,0.0,0.0,0.5620592,0.07674027,0.09715971,1.73,0.346,1.1849711,0.59028554,0.7,0.10971445,-0.25,-0.05,-45.4,0.31267804,0.4,0.08732196,Fora,1.83,1,0.51
2023-11-12,Eua Nba,21:00,Chicago Bulls,Detroit Pistons,1.33,3.8,218.5,1.85,1.95,-8.5,2.03,1.79,SblqzSRe,0.7518797,0.2631579,0.5405405,0.51282054,0.015037594,0.6,0.4,,,230.732,93.2354,0.40408525,450.814,213.81491,0.47428632,171.218,450.58,221.95,826.0,0.0,1.0,0.0,0.0,0.6809176,0.037216146,0.08885112,-3.74,-0.748,-0.44117647,0.56773394,0.3,-0.26773396,-5.0,-1.0,-2.8,0.24680945,0.1,-0.14680946,Fora,1.79,1,0.51
2023-11-12,Itália Liga A,12:30,Sassari,Trento,1.94,1.88,165.5,1.83,1.91,-1.5,2.05,1.72,40iLjIpj,0.5154639,0.5319149,0.5464481,0.5235602,0.047378812,0.0,0.0,,,262.422,136.80049,0.5212996,209.756,71.183334,0.33936256,0.0,0.0,166.5,137.76,0.0,0.0,0.0,0.0,0.02221278,0.030250557,0.12379058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.52
2023-11-12,Itália Liga A,14:15,Pesaro,Tortona,2.04,1.8,160.5,1.81,1.94,1.5,1.87,1.89,dfv7ELxc,0.49019608,0.5555556,0.5524862,0.5154639,0.045751635,0.0,0.0,,,,,,,,,0.0,0.0,157.85,164.56,0.0,0.0,0.0,0.0,0.088388346,0.04902607,0.0075224126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,1.87,1,0.53
2023-11-12,Itália Liga A,15:00,Reggiana,Pistoia,1.3,3.65,164.5,1.86,1.9,-9.5,2.1,1.67,rijPkx0d,0.7692308,0.2739726,0.53763443,0.5263158,0.043203373,0.0,0.0,,,,,,,,,0.0,0.0,109.8,226.2,0.0,0.0,0.0,0.0,0.6713943,0.015044825,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.68
2023-11-12,Itália Liga A,16:00,Brescia,Cremona,1.28,3.8,164.5,1.81,1.95,-9.5,2.02,1.74,pGAldvNS,0.78125,0.2631579,0.5524862,0.51282054,0.044407893,0.0,0.0,,,,,,,,,0.0,0.0,108.24,378.2,0.0,0.0,0.0,0.0,0.70153904,0.05265689,0.10531378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.74,1,0.56
