Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,prediction_label,prediction_score
2024-04-28,Eua Nba,14:00,Philadelphia 76ers,New York Knicks,1.55,2.56,208.5,1.93,1.93,-4.5,1.93,3.9,CK78vhSP,0.6451613,0.390625,0.5181347,0.5181347,0.03578629,0.2,0.2,,,229.392,45.77405,0.1995451,195.228,7.843693,0.040177092,234.838,214.714,263.62,206.08,0.0,0.0,0.0,0.0,0.3475318,0.0,0.4778732,-2.31,-0.462,-1.1904762,0.5570285,0.4,-0.15702845,3.03,0.606,2.5742574,0.5736044,0.7,0.12639557,1,1.0
2024-04-28,Eua Nba,20:00,Indiana Pacers,Milwaukee Bucks,1.23,4.52,216.5,1.8,1.95,-10.5,1.95,10.5,E3jSlZo2,0.8130081,0.22123894,0.5555556,0.51282054,0.034247067,0.6,0.6,,,217.246,38.837273,0.17877094,233.668,59.2792,0.25368986,195.444,225.04,177.87,332.76,0.0,0.0,0.0,0.0,0.8091761,0.05656854,0.9712069,1.48,0.296,0.777027,0.61874765,0.8,0.18125233,-3.08,-0.616,-5.714286,0.562921,0.4,-0.16292101,1,1.0
2024-04-28,Itália Liga A,13:15,Scafati,Sassari,1.66,2.24,165.5,1.88,1.92,-3.5,1.96,2.51,QwjHhEZJ,0.60240966,0.44642857,0.5319149,0.5208333,0.04883821,0.8,0.2,,,230.112,159.18813,0.69178545,189.944,76.82329,0.4044523,150.516,192.056,164.22,153.52,0.0,0.0,0.0,0.0,0.21031894,0.014886458,0.17400838,0.12,0.024,27.5,0.5599326,0.7,0.14006741,-2.98,-0.596,-2.0805368,0.3930259,0.3,-0.09302591,1,1.0
2024-04-28,Alemanha Bbl,10:30,Vechta,Wurzburg,1.74,2.11,165.5,1.88,1.92,-2.5,2.0,2.48,Qwlbc4iQ,0.57471263,0.47393364,0.5319149,0.5208333,0.048646294,0.4,0.8,,,144.63,21.0202,0.14533776,189.214,56.041927,0.29618278,138.598,209.24,143.62,195.84,0.0,0.0,0.0,0.0,0.13591143,0.014886458,0.15152287,-0.88,-0.176,-4.2045455,0.0,0.0,0.0,1.75,0.35,3.1714287,0.53721887,0.8,0.2627811,1,1.0
2024-04-28,Austrália Nbl1 Sul,01:00,Bendigo Braves,Ringwood,2.02,1.72,175.5,1.86,1.8,-3.5,2.01,2.15,dvUjDHjg,0.4950495,0.5813953,0.53763443,0.5555556,0.07644486,0.0,0.0,,,,,,,,,0.0,0.0,0.0,130.24,0.0,0.0,0.0,0.0,0.11343959,0.023183828,0.047593724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-04-28,França Lnb,09:30,Le Portel,Le Mans,1.65,2.26,163.5,1.88,1.88,-3.5,1.96,2.5,zBf2qzXk,0.6060606,0.44247788,0.5319149,0.5319149,0.048538484,0.4,0.4,,,222.392,86.124374,0.38726383,217.716,139.19244,0.6393303,175.156,231.488,208.32,160.0,0.0,0.0,0.0,0.0,0.22063178,0.0,0.17122765,-1.13,-0.226,-2.8761063,0.0,0.0,0.0,-3.0,-0.6,-2.1,0.45987022,0.4,-0.059870213,1,1.0
2024-04-28,França Pro B,12:00,Fos-sur-Mer,La Rochelle,1.78,1.94,150.5,1.85,1.85,-1.5,1.91,2.11,xMZ4ibHr,0.56179774,0.5154639,0.5405405,0.5405405,0.07726167,0.8,0.0,,,170.782,39.5624,0.23165439,119.14,26.956705,0.22626075,149.774,133.356,131.97,131.25,0.0,0.0,0.0,0.0,0.06082639,0.0,0.07035889,-3.41,-0.682,-1.143695,0.0,0.0,0.0,0.45,0.09,10.444445,0.54798836,0.7,0.15201162,1,1.0
2024-04-28,Japão B.League,01:35,Shimane,Hiroshima D.,1.76,1.97,155.5,1.82,1.88,-1.5,1.87,2.09,IiimkiFE,0.5681818,0.5076142,0.5494506,0.5319149,0.07579603,0.2,0.6,,,136.658,41.12341,0.30092207,161.304,24.270533,0.15046453,115.23,145.924,122.61,133.48,0.0,0.0,0.0,0.0,0.0796206,0.022933193,0.07856742,-3.63,-0.726,-1.046832,0.7556613,0.5,-0.25566134,2.06,0.412,2.354369,0.6343424,0.8,0.16565761,1,0.9699
2024-04-28,Japão B.League,03:05,Diamond Dolphins,Ryukyu,1.95,1.77,165.5,1.8,1.9,-2.5,2.04,2.01,v1hqjXa8,0.51282054,0.56497175,0.5555556,0.5263158,0.077792265,0.4,0.8,,,155.176,36.10967,0.23270138,127.532,36.592937,0.28693143,133.556,150.548,159.0,119.2,0.0,0.0,0.0,0.0,0.068429686,0.03822199,0.010475656,2.74,0.548,1.7335767,0.63435364,0.8,0.16564633,3.74,0.748,1.0294118,0.64771795,0.7,0.052282035,1,0.9996
2024-04-28,Lituânia Nkl,12:00,Kretinga,Jurbarkas,1.81,1.91,162.5,1.8,1.86,-1.5,1.93,2.09,fcnkQ3xn,0.5524862,0.5235602,0.5555556,0.53763443,0.0760464,0.8,0.8,,,204.698,82.87374,0.4048586,201.94,59.195683,0.29313502,187.66,199.924,137.76,153.97,0.0,0.0,0.0,0.0,0.038016494,0.023183828,0.056287106,1.04,0.208,3.8942308,0.49268183,0.4,-0.09268183,-1.0,-0.2,-4.55,0.46676642,0.4,-0.066766426,1,0.9952
