Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,Zebra,Odds,prediction_label,prediction_score
2023-11-09,Brasil Nbb,19:00,Cerrado,Caxias do Sul,1.87,1.89,147.5,1.85,1.87,-1.5,1.99,1.73,Uuz1hJyr,0.53475934,0.52910054,0.5405405,0.53475934,0.06385989,0.0,0.0,,,,,,,,,0.0,0.0,241.58,0.0,0.0,0.0,0.0,0.0,0.0075224126,0.007603299,0.09884288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.73,1,0.63
2023-11-09,Brasil Nbb,19:30,Bauru,Corinthians Paulista,1.66,2.18,151.5,1.89,1.87,-3.5,2.0,1.72,tGw5iwil,0.60240966,0.4587156,0.52910054,0.53475934,0.061125234,0.0,0.0,,,,,,,,,0.0,0.0,100.5,381.92,0.0,0.0,0.0,0.0,0.19150808,0.0075224126,0.106446184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.555
2023-11-09,Brasil Nbb,19:30,Brasília,União Corinthians,1.62,2.26,159.5,1.88,1.86,-4.5,2.08,1.67,OvT9jc6f,0.61728394,0.44247788,0.5319149,0.53763443,0.059761826,0.0,0.0,,,,,,,,,0.0,0.0,219.6,99.83,0.0,0.0,0.0,1.0,0.23327234,0.007562639,0.15462068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.6
2023-11-09,Brasil Nbb,20:00,Pinheiros,Paulistano,2.09,1.71,149.5,1.81,1.85,1.5,1.91,1.8,W4WHlyy7,0.4784689,0.5847953,0.5524862,0.5405405,0.06326422,0.0,0.0,,,,,,,,,0.0,0.0,0.0,223.65,0.0,0.0,0.0,0.0,0.14142136,0.015455886,0.04193086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,1.91,1,0.62
2023-11-09,Eua Nba,00:00,Denver Nuggets,Golden State Warriors,1.61,2.54,225.5,1.82,2.11,-4.5,2.06,1.87,b384OUSq,0.621118,0.39370078,0.5494506,0.47393364,0.0148188,0.6,0.6,,,177.722,34.080044,0.19176042,234.084,60.820625,0.25982392,166.152,234.084,187.6,169.2,0.0,0.0,0.0,0.0,0.31692016,0.10435673,0.068371646,1.79,0.358,1.7039106,0.74599683,0.9,0.15400314,2.53,0.506,3.0434783,0.5169766,0.6,0.083023384,Fora,1.87,1,0.52
2023-11-09,Europa Euroliga,14:15,Olympiakos,Baskonia,1.28,4.33,158.5,1.8,2.08,-8.5,1.97,1.97,fwhRBWvg,0.78125,0.23094688,0.5555556,0.48076922,0.012196883,0.0,0.0,,,114.794,52.747902,0.45950052,,,,0.0,0.0,70.2,259.2,0.0,0.0,1.0,0.0,0.7688683,0.10205665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.97,1,0.53
2023-11-09,Europa Euroliga,14:30,Anadolu Efes,Zalgiris Kaunas,1.41,3.07,161.5,1.91,1.91,-7.5,2.1,1.67,bBbIDhAt,0.7092199,0.3257329,0.5235602,0.5235602,0.034952756,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240166,0.0,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.77
2023-11-09,Europa Euroliga,16:05,Maccabi Tel Aviv,Bayern,1.41,3.07,159.5,1.91,1.91,-7.5,2.1,1.67,GngNCCPn,0.7092199,0.3257329,0.5235602,0.5235602,0.034952756,0.0,0.0,,,,,,129.866,51.279152,0.39486203,0.0,0.0,0.0,91.53,0.0,0.0,0.0,1.0,0.5240166,0.0,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.74
2023-11-09,Europa Euroliga,16:30,Milano,Valencia,1.45,2.88,151.5,1.83,1.95,-6.5,2.0,1.71,noAY9A95,0.6896552,0.3472222,0.5464481,0.51282054,0.036877394,0.0,0.0,,,111.872,17.440428,0.15589628,,,,0.0,0.0,123.42,117.04,0.0,0.0,0.0,0.0,0.46704975,0.044895668,0.110544994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.71,1,0.58
2023-11-09,Europa Euroliga,16:30,Partizan,Fenerbahce,1.49,2.74,164.5,1.91,1.91,-6.5,2.0,1.69,l0iVAjfa,0.67114097,0.3649635,0.5235602,0.5235602,0.036104444,0.0,0.0,,,,,,,,,0.0,0.0,139.92,134.52,0.0,0.0,0.0,0.0,0.4179118,0.0,0.11880927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.69,1,0.68
