Date,League,Time,Home,Away,Odds_H,Odds_A,Over_Line,Odds_Over,Odds_Under,HA_Line,HA_Odds_H,HA_Odds_A,Fixture ID,P(H),P(A),P(O),P(U),P_Diff,Porc_Over_Home,Porc_Over_Away,CustoGolHome,CustoGolAway,Avg_CG_H,DP_CG_H,CV_CG_H,Avg_CG_A,DP_CG_A,CV_CG_A,MediaCustoGolHome,MediaCustoGolAway,Last_CG_H,Last_CG_A,Acima_Last_CG_H,Acima_Last_CG_A,Abaixo_Last_CG_H,Abaixo_Last_CG_A,CV_ML,CV_Over,CV_HA,Retornos_BH_Acu,Avg_Retornos_BH,Custo_Retorno_BH,Avg_Porc_BH_Bookie,Avg_Porc_BH_Real,Dist_Porc_BH,Retornos_BA_Acu,Avg_Retornos_BA,Custo_Retorno_BA,Avg_Porc_BA_Bookie,Avg_Porc_BA_Real,Dist_Porc_BA,Zebra,Odds,prediction_label,prediction_score
2023-11-09,Brasil Nbb,19:30,Brasília,União Corinthians,1.62,2.26,159.5,1.88,1.86,-4.5,2.08,1.67,OvT9jc6f,0.61728394,0.44247788,0.5319149,0.53763443,0.059761826,0.0,0.0,,,,,,,,,0.0,0.0,219.6,99.83,0.0,0.0,0.0,1.0,0.23327234,0.007562639,0.15462068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.6
2023-11-09,Eua Nba,00:00,Denver Nuggets,Golden State Warriors,1.61,2.54,225.5,1.82,2.11,-4.5,2.06,1.87,b384OUSq,0.621118,0.39370078,0.5494506,0.47393364,0.0148188,0.6,0.6,,,177.722,34.080044,0.19176042,234.084,60.820625,0.25982392,166.152,234.084,187.6,169.2,0.0,0.0,0.0,0.0,0.31692016,0.10435673,0.068371646,1.79,0.358,1.7039106,0.74599683,0.9,0.15400314,2.53,0.506,3.0434783,0.5169766,0.6,0.083023384,Fora,1.87,1,0.52
2023-11-09,Europa Euroliga,14:15,Olympiakos,Baskonia,1.28,4.33,158.5,1.8,2.08,-8.5,1.97,1.97,fwhRBWvg,0.78125,0.23094688,0.5555556,0.48076922,0.012196883,0.0,0.0,,,114.794,52.747902,0.45950052,,,,0.0,0.0,70.2,259.2,0.0,0.0,1.0,0.0,0.7688683,0.10205665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.97,1,0.53
2023-11-09,Europa Euroliga,14:30,Anadolu Efes,Zalgiris Kaunas,1.41,3.07,161.5,1.91,1.91,-7.5,2.1,1.67,bBbIDhAt,0.7092199,0.3257329,0.5235602,0.5235602,0.034952756,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5240166,0.0,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.77
2023-11-09,Europa Euroliga,16:05,Maccabi Tel Aviv,Bayern,1.41,3.07,159.5,1.91,1.91,-7.5,2.1,1.67,GngNCCPn,0.7092199,0.3257329,0.5235602,0.5235602,0.034952756,0.0,0.0,,,,,,129.866,51.279152,0.39486203,0.0,0.0,0.0,91.53,0.0,0.0,0.0,1.0,0.5240166,0.0,0.16130288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.67,1,0.74
2023-11-09,Europa Euroliga,16:30,Partizan,Fenerbahce,1.49,2.74,164.5,1.91,1.91,-6.5,2.0,1.69,l0iVAjfa,0.67114097,0.3649635,0.5235602,0.5235602,0.036104444,0.0,0.0,,,,,,,,,0.0,0.0,139.92,134.52,0.0,0.0,0.0,0.0,0.4179118,0.0,0.11880927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.69,1,0.68
2023-11-09,Europa Euroliga,16:45,Real Madrid,Virtus Bologna,1.21,4.67,164.5,1.91,1.91,-11.5,2.1,1.65,U9aw9UOB,0.8264463,0.21413276,0.5235602,0.5235602,0.040579043,0.0,0.0,,,,,,123.17,30.726479,0.24946399,0.0,0.0,93.73,97.94,0.0,0.0,1.0,1.0,0.8321733,0.0,0.16970563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.65,1,0.85
2023-11-09,Argentina Liga A,19:00,Instituto de Cordoba,Obras,1.38,2.98,164.5,1.87,1.79,-7.5,2.06,1.68,C8aZWCSr,0.7246377,0.33557048,0.53475934,0.5586592,0.06020815,0.0,0.0,,,,,,,,,0.0,0.0,164.61,134.16,0.0,0.0,0.0,0.0,0.51897746,0.030911772,0.14369015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.68,1,0.53
2023-11-09,Coreia Do Sul Kbl,07:00,Mobis Phoebus,Seoul Thunders,1.26,3.82,164.5,1.82,1.92,-10.5,2.08,1.68,djlmyL2q,0.7936508,0.2617801,0.5494506,0.5208333,0.055430897,0.2,0.0,,,146.688,26.131662,0.17814451,179.436,47.899437,0.2669444,139.328,0.0,177.75,245.92,0.0,0.0,0.0,0.0,0.71267456,0.037813198,0.15044825,-0.07,-0.014,-18.571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.68,1,0.58
2023-11-09,Coreia Do Sul Kbl,07:00,Suwon KT,KoGas,1.34,3.25,164.5,1.81,1.95,-8.5,2.05,1.72,vB1Lu1fS,0.74626863,0.30769232,0.5524862,0.51282054,0.053960964,0.0,0.0,,,169.74,61.623302,0.36304525,217.0,51.708557,0.23828828,0.0,0.0,153.52,135.2,0.0,0.0,0.0,0.0,0.58848536,0.05265689,0.12379058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fora,1.72,1,0.53
